"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARLN",1.38622446854697e-12,0.843367342623062,1,1,1.46440752857302e-08,"0","ARLN"
"DLGAP4",7.16453563143205e-11,0.925219225617357,0.952,0.981,7.56861544104481e-07,"0","DLGAP4"
"ITGA2B",8.67817103984341e-11,0.360472783049268,0.347,0.686,9.16761988649058e-07,"0","ITGA2B"
"VAT1",6.00972827058399e-10,1.25523496795706,0.952,0.956,6.34867694504493e-06,"0","VAT1"
"SERINC1",7.98027866011353e-10,0.98393288430329,0.973,0.975,8.43036637654393e-06,"0","SERINC1"
"EID1",1.19729515191125e-09,0.611302962299998,1,0.994,1.26482259847904e-05,"0","EID1"
"DUSP4",1.54518375872215e-09,1.35126046236793,0.932,0.969,1.63233212271408e-05,"0","DUSP4"
"ARF4",1.86119564205001e-09,0.535237499334553,1,0.994,1.96616707626163e-05,"0","ARF4"
"RPS27",2.21731744076692e-09,0.418543011219757,1,1,2.34237414442617e-05,"0","RPS27"
"TSC22D3",3.80287001888746e-09,1.27749225525516,0.952,0.981,4.01735188795271e-05,"0","TSC22D3"
"LRRC75A",4.60747151542762e-09,1.14785673480122,1,0.994,4.86733290889774e-05,"0","LRRC75A"
"TCP11L2",8.78424222250374e-09,1.85126481557434,0.816,0.667,9.27967348385295e-05,"0","TCP11L2"
"SELENOM",1.57633859299011e-08,1.06421159220652,0.932,0.956,0.000166524408963475,"0","SELENOM"
"FTL",1.59271686950291e-08,0.709453237665155,1,1,0.000168254610094287,"0","FTL"
"S100A6",1.99460248317962e-08,0.978785805467627,0.993,1,0.000210709806323095,"0","S100A6"
"RPS11",2.42119950755182e-08,0.421781372484894,1,1,0.000255775515977774,"0","RPS11"
"MYOF",2.99996558705828e-08,1.08126619609345,0.973,0.962,0.000316916364616837,"0","MYOF"
"MVP",4.52275736861907e-08,0.814698765487184,0.946,0.893,0.000477784088420918,"0","MVP"
"TSC22D1",5.38066668998027e-08,1.19416051027708,0.898,0.956,0.000568413629129516,"0","TSC22D1"
"TMEM120B",6.60364665172608e-08,1.39022645047456,0.878,0.925,0.000697609232288343,"0","TMEM120B"
"UBC",6.64981512077389e-08,0.507301444263668,1,1,0.000702486469358554,"0","UBC"
"EIF4B",7.14632686360517e-08,0.545702373133785,1,1,0.00075493796987125,"0","EIF4B"
"EIF1",7.62374821050571e-08,0.46386759277509,1,1,0.000805372760957823,"0","EIF1"
"RPS14",1.37558983537289e-07,0.30399263803128,1,1,0.00145317310208792,"0","RPS14"
"ZNF780B",1.56705833638301e-07,0.537076522095127,0.306,0.648,0.00165544042655502,"0","ZNF780B"
"PLEC",1.70992833670169e-07,0.744220764413398,0.993,1,0.00180636829489167,"0","PLEC"
"RTL8C",1.8093681841691e-07,1.04900805874122,0.939,0.943,0.00191141654975624,"0","RTL8C"
"SBDS",1.87210122515324e-07,0.660109187487714,0.966,0.987,0.00197768773425189,"0","SBDS"
"RPL12",2.00745242207034e-07,0.563755752561862,1,1,0.00212067273867511,"0","RPL12"
"LEKR1",2.51275010525623e-07,0.537539292845681,0.252,0.616,0.00265446921119269,"0","LEKR1"
"PIGA",2.66672257125222e-07,0.376310242993083,0.537,0.83,0.00281712572427084,"0","PIGA"
"TMSB4X",3.16586872051161e-07,0.61812225071797,1,1,0.00334442371634847,"0","TMSB4X"
"RNASEK-C17orf49",4.09113355637203e-07,0.612471406029484,0.932,0.95,0.00432187348895141,"0","RNASEK-C17orf49"
"SLC25A37",4.72678028273776e-07,1.17961887463862,0.946,0.987,0.00499337069068417,"0","SLC25A37"
"RPL19",6.10532729039548e-07,0.273345854824834,1,1,0.00644966774957378,"0","RPL19"
"LTBR",6.68157198235875e-07,0.496769716558768,0.993,0.994,0.00705841264216378,"0","LTBR"
"RPS13",7.21350993604375e-07,0.280407988714952,1,1,0.00762035189643662,"0","RPS13"
"RPL34",8.57069960558121e-07,0.319971397933299,1,1,0.00905408706333599,"0","RPL34"
"CST3",8.80010782688956e-07,0.739626116293101,0.986,0.994,0.00929643390832613,"0","CST3"
"MYADM",1.05114780768467e-06,0.624269419949297,1,1,0.0111043254403809,"0","MYADM"
"SMARCA2",1.06269269506012e-06,0.897838027165982,0.789,0.962,0.0112262856306151,"0","SMARCA2"
"BNIP3",1.19723426728058e-06,1.20149267036656,0.932,0.987,0.012647582799552,"0","BNIP3"
"ATG10",1.20595816710534e-06,0.663318708838601,1,1,0.0127397420773008,"0","ATG10"
"EEF1A1",1.35590870753433e-06,0.26566064487135,1,1,0.0143238195863926,"0","EEF1A1"
"SH3D19",1.48464469251763e-06,0.833732429392734,0.973,0.987,0.0156837865317563,"0","SH3D19"
"P2RX5-TAX1BP3",1.49441796737371e-06,0.531430275302002,0.993,1,0.0157870314073358,"0","P2RX5-TAX1BP3"
"TIMP1",1.64432172944373e-06,1.37517064096032,0.796,0.792,0.0173706147498436,"0","TIMP1"
"MAP1LC3B",1.73318674212553e-06,0.720300686854112,0.959,0.987,0.0183093847438141,"0","MAP1LC3B"
"TMEM40",1.94154415281115e-06,0.260046016794523,0.211,0.497,0.020510472430297,"0","TMEM40"
"RPL5",2.1146390987159e-06,0.563100084380284,1,1,0.0223390474388347,"0","RPL5"
"RHOF",2.1214828873628e-06,1.77292332863566,0.837,0.83,0.0224113452221006,"0","RHOF"
"PRDX5",2.44810662963779e-06,0.484539393138967,1,1,0.0258617984354936,"0","PRDX5"
"RPL36A-HNRNPH2",3.0077970381015e-06,0.588557439649058,0.932,0.943,0.0317743679105043,"0","RPL36A-HNRNPH2"
"GADD45G",3.14880345308922e-06,0.344720669393239,0.19,0.459,0.0332639596784345,"0","GADD45G"
"SQSTM1",3.2116649408831e-06,0.479828719011966,1,1,0.033928028435489,"0","SQSTM1"
"TLR5",3.89870245316755e-06,0.266776005614839,0.279,0.616,0.041185892715262,"0","TLR5"
"NFKBIA",3.94742586284913e-06,0.899065261444079,0.973,0.994,0.0417006068151382,"0","NFKBIA"
"GLRX",4.17728385793126e-06,1.84550113646426,0.707,0.597,0.0441288266751858,"0","GLRX"
"PTTG1IP",4.20084391317133e-06,0.364909419983833,1,0.994,0.0443777150987419,"0","PTTG1IP"
"AHNAK",4.27980144235285e-06,0.722634062564856,0.993,1,0.0452118224370155,"0","AHNAK"
"TUBA1A",4.65527213489025e-06,1.168396737988,0.898,0.975,0.0491782948329806,"0","TUBA1A"
"ONECUT2",5.61359661816698e-06,0.28631822971364,0.286,0.585,0.0593020346743159,"0","ONECUT2"
"RPL13A",5.93277938176762e-06,0.507385356483386,1,1,0.0626738813889931,"0","RPL13A"
"PNRC1",6.03635170048911e-06,1.17280166941082,0.803,0.836,0.0637680193639669,"0","PNRC1"
"STAT6",6.943557688599e-06,0.782410452546756,0.966,0.937,0.0733517434223598,"0","STAT6"
"MMP24OS",7.60840037883348e-06,1.06630601025346,0.912,0.893,0.0803751416019969,"0","MMP24OS"
"IER3",8.91054847307338e-06,1.19548692918943,0.857,0.868,0.0941310340695471,"0","IER3"
"TMSB10",9.06944351863892e-06,0.316835751816724,1,1,0.0958096013309016,"0","TMSB10"
"GLA",9.21409568356605e-06,0.870130652473676,0.653,0.893,0.0973377068011917,"0","GLA"
"KALRN",1.06541579375384e-05,0.533574822903241,0.204,0.491,0.112550524452155,"0","KALRN"
"RNASEK",1.1048157848137e-05,0.454190682124302,1,1,0.116712739507719,"0","RNASEK"
"TSPO",1.26641979580899e-05,0.475479946600643,1,1,0.133784587229262,"0","TSPO"
"ARHGAP12",1.28583594378728e-05,1.01895469665507,0.871,0.918,0.135835709101689,"0","ARHGAP12"
"RPS6",1.33560161725832e-05,0.562817187649221,1,1,0.141092954847169,"0","RPS6"
"IGFBP4",1.35108128962447e-05,1.4792634885695,0.857,0.874,0.142728227435929,"0","IGFBP4"
"PRKAR2B",1.3622750951884e-05,0.605003017927292,0.245,0.522,0.143910741055703,"0","PRKAR2B"
"PRSS23",1.37557593100635e-05,0.616416606116228,0.986,1,0.14531584135151,"0","PRSS23"
"RPL10A",1.40011023657127e-05,0.483536130684445,1,1,0.147907645391389,"0","RPL10A"
"ABLIM3",1.4487935690477e-05,1.47184366593903,0.626,0.497,0.153050552634199,"0","ABLIM3"
"MRNIP",1.47623299251443e-05,0.471036733619266,1,1,0.155949253329224,"0","MRNIP"
"TNFRSF10B",1.47652327431302e-05,0.640154567071724,0.925,0.943,0.155979918698428,"0","TNFRSF10B"
"SHLD2",1.61074829623242e-05,0.789922861155474,0.939,0.975,0.170159450013993,"0","SHLD2"
"FAM114A1",1.87558506312691e-05,0.832382493604129,0.973,0.981,0.198136806068726,"0","FAM114A1"
"CMTM7",1.95207094735306e-05,1.40761036157412,0.905,0.918,0.206216774878377,"0","CMTM7"
"PDE5A",2.04158524965695e-05,0.684075729584103,0.449,0.774,0.21567306577376,"0","PDE5A"
"ZYX",2.11099322353636e-05,1.03616956022059,0.918,0.937,0.223005324134381,"0","ZYX"
"ANXA11",2.21754844891286e-05,0.889589164010913,0.932,0.994,0.234261818143155,"0","ANXA11"
"KCNC4",2.25697655047973e-05,0.293201257528456,0.211,0.447,0.238427002792679,"0","KCNC4"
"C19orf73",2.28082967747496e-05,0.313898079304995,0.34,0.623,0.240946847128455,"0","C19orf73"
"PDHB",2.42318195788904e-05,0.810001228705399,0.952,0.956,0.255984942031398,"0","PDHB"
"MYL9",2.50197517650541e-05,0.85462588581294,0.952,0.975,0.264308657646032,"0","MYL9"
"RPL3",2.53189104164608e-05,0.449218229278777,1,1,0.267468969639492,"0","RPL3"
"EHD2",2.54451938517253e-05,1.41249604646825,0.796,0.767,0.268803027849626,"0","EHD2"
"GSN",2.71937232914077e-05,1.00424866357349,0.98,0.994,0.287274492850431,"0","GSN"
"TNFRSF1A",2.79652973957933e-05,0.770651638671319,0.939,0.981,0.295425401689161,"0","TNFRSF1A"
"NDRG1",2.8524100549765e-05,1.02305758316866,0.973,0.943,0.301328598207717,"0","NDRG1"
"TNIP1",3.02601983839246e-05,1.04544780126903,0.925,0.969,0.319668735727779,"0","TNIP1"
"CHD2",3.03857204160263e-05,0.505168606009179,0.986,1,0.320994750474902,"0","CHD2"
"C19orf33",3.26103299470581e-05,0.646545344803638,0.98,0.969,0.344495525560722,"0","C19orf33"
"SCAND1",3.3454386298315e-05,0.462576884523923,0.98,0.987,0.3534121368554,"0","SCAND1"
"ANAPC16",3.36451192080034e-05,0.553253739686515,0.993,1,0.355427039313348,"0","ANAPC16"
"RPS12",3.49999187483352e-05,0.819798114926762,0.98,1,0.369739141657413,"0","RPS12"
"SEC14L2",3.60524418896446e-05,1.31804068388757,0.694,0.654,0.380857996122206,"0","SEC14L2"
"CSTB",3.80804464124029e-05,0.437765899826314,1,1,0.402281835900625,"0","CSTB"
"CFAP44",3.97870511245145e-05,0.562418119306253,0.442,0.686,0.420310408079371,"0","CFAP44"
"PNPLA2",4.20943755143899e-05,0.84104663922718,0.932,0.987,0.444684982934015,"0","PNPLA2"
"CD151",4.23524056414326e-05,0.618007076053922,1,1,0.447410813196094,"0","CD151"
"SPRY4",4.46918781003003e-05,1.45119026186133,0.612,0.465,0.472125000251572,"0","SPRY4"
"GNL3",4.52760178919487e-05,0.466155424407889,0.959,0.994,0.478295853010546,"0","GNL3"
"MAFF",4.92868427339754e-05,0.85340086977526,0.925,0.969,0.520666206641716,"0","MAFF"
"GLUD1",5.09712908753901e-05,0.456193337766548,0.939,0.969,0.538460716807621,"0","GLUD1"
"VIL1",5.19007234836025e-05,0.338664387572452,0.245,0.491,0.548279242880776,"0","VIL1"
"RPL17-C18orf32",5.21895840888131e-05,0.434414442761394,0.959,0.918,0.551330766314222,"0","RPL17-C18orf32"
"PLAAT3",5.77571291395795e-05,0.661762500113979,0.884,0.918,0.610146312230518,"0","PLAAT3"
"ESYT2",5.82145064211836e-05,0.966643518599942,0.966,0.981,0.614978045833384,"0","ESYT2"
"CLPSL2",5.93421721677668e-05,0.285097368830998,0.15,0.384,0.626890706780288,"0","CLPSL2"
"RPL29",6.00063520053151e-05,0.431293497489833,1,1,0.633907102584149,"0","RPL29"
"DUSP2",6.08604245030952e-05,0.672162500719401,0.136,0.358,0.642929524450698,"0","DUSP2"
"STIMATE-MUSTN1",6.31184161626211e-05,0.264014777818097,0.354,0.667,0.666782948341929,"0","STIMATE-MUSTN1"
"RPL18A",6.76692051468919e-05,0.409584266959774,1,1,0.714857483171766,"0","RPL18A"
"FNBP1",7.26206739536384e-05,0.577209240039487,0.98,0.987,0.767164799646236,"0","FNBP1"
"DSTN",7.74989138050408e-05,0.307818207172128,1,1,0.818698525436451,"0","DSTN"
"H2BC15",7.77915860948738e-05,0.357753792782502,0.49,0.78,0.821790315506246,"0","H2BC15"
"TIGD5",7.83413315546475e-05,0.275368213889131,0.483,0.761,0.827597826543296,"0","TIGD5"
"CPEB2",8.00072142477237e-05,1.23910085674253,0.844,0.761,0.845196211312953,"0","CPEB2"
"UGCG",8.17889351882872e-05,0.789445315096336,0.966,0.987,0.864018311329066,"0","UGCG"
"PPM1J",8.4171223971253e-05,0.403142809263073,0.102,0.296,0.889184810032316,"0","PPM1J"
"SHROOM1",8.63910760203918e-05,0.314582871247036,0.503,0.767,0.912635327079419,"0","SHROOM1"
"RPS9",9.3292815037449e-05,0.336140817070799,0.966,0.994,0.985545298055611,"0","RPS9"
"VSIR",9.56014964184071e-05,1.64603700719621,0.701,0.673,1,"0","VSIR"
"SH3BP2",9.97191056790747e-05,0.899453678417341,0.946,0.994,1,"0","SH3BP2"
"CITED2",0.000102997024531648,1.17433980022078,0.844,0.868,1,"0","CITED2"
"SLC38A2",0.000108022205840053,0.962200449111792,0.986,1,1,"0","SLC38A2"
"ATP1A1",0.000122627334624426,1.09761247995017,0.973,0.981,1,"0","ATP1A1"
"CCDC85B",0.000125375874700184,1.09549768639692,0.878,0.956,1,"0","CCDC85B"
"SP100",0.000128779527779788,0.934434919935324,0.891,0.95,1,"0","SP100"
"PLD3",0.000136099896682618,0.599953679841512,0.946,0.956,1,"0","PLD3"
"RPS10-NUDT3",0.000136911819554886,0.503298316834284,0.98,0.962,1,"0","RPS10-NUDT3"
"TP53I3",0.000138774301567501,1.58367571921867,0.68,0.66,1,"0","TP53I3"
"PTGES",0.000140379277006053,1.51134483459439,0.707,0.654,1,"0","PTGES"
"DOCK9",0.000142316722326751,0.263867689000342,0.524,0.792,1,"0","DOCK9"
"TAX1BP3",0.000143902712358868,0.58944000215592,0.966,0.994,1,"0","TAX1BP3"
"NCKAP1",0.00014468362722316,0.48037351821775,0.884,0.975,1,"0","NCKAP1"
"TCF7L2",0.000148031094671763,0.794376123139325,0.959,0.962,1,"0","TCF7L2"
"BNIP3L",0.000148785907952753,0.677112206226518,0.925,0.987,1,"0","BNIP3L"
"PLA2G6",0.000152383945962509,0.893322308509505,0.844,0.887,1,"0","PLA2G6"
"ATF4",0.00015439496477665,0.493477955555537,0.986,0.994,1,"0","ATF4"
"ZNF799",0.00015661518643,0.258936655782863,0.218,0.472,1,"0","ZNF799"
"DNMBP",0.00016290536276431,1.09487085902247,0.748,0.73,1,"0","DNMBP"
"BCL2L1",0.000164719996381013,0.829802663566566,0.952,0.994,1,"0","BCL2L1"
"BACE2",0.000165307674339837,0.460377449448448,0.646,0.868,1,"0","BACE2"
"GNG11",0.00016753337512232,1.07671566499246,0.714,0.736,1,"0","GNG11"
"VAMP2",0.000167695383941124,0.67571618364312,0.952,0.975,1,"0","VAMP2"
"RPL11",0.000188870509031602,0.391761702659712,1,1,1,"0","RPL11"
"MCRIP1",0.000189210841232912,0.79745770815849,0.878,0.912,1,"0","MCRIP1"
"LASP1",0.000189837151325589,0.526158534544665,0.973,0.994,1,"0","LASP1"
"SH3BGRL3",0.000202921932384914,0.958715606526235,0.993,1,1,"0","SH3BGRL3"
"CTNS",0.00020374912854515,0.920322565565302,0.932,0.962,1,"0","CTNS"
"ASCC1",0.000216825248350316,0.714764082733631,0.973,0.981,1,"0","ASCC1"
"PTGFRN",0.000219142316626972,0.405256297339218,0.245,0.503,1,"0","PTGFRN"
"VCL",0.000222971167197494,0.662440703689847,0.966,0.981,1,"0","VCL"
"C6orf141",0.000225158548596458,0.581018833583518,0.361,0.597,1,"0","C6orf141"
"H1-0",0.000229299819870743,0.899284556303449,0.986,0.969,1,"0","H1-0"
"FKBP8",0.000231600899040174,0.640739946342562,0.959,0.975,1,"0","FKBP8"
"EEF1G",0.000231658700782011,0.496939302187451,1,0.994,1,"0","EEF1G"
"IFITM3",0.00023700421247308,0.448096519548558,0.993,0.994,1,"0","IFITM3"
"KLF2",0.000237092376749848,1.55023212785093,0.782,0.805,1,"0","KLF2"
"TRIM68",0.000243125645272448,0.475686420052187,0.224,0.459,1,"0","TRIM68"
"CSDE1",0.00024369414798131,0.388900117071132,0.986,0.994,1,"0","CSDE1"
"HIBCH",0.000258378663216711,0.474615339403456,0.633,0.843,1,"0","HIBCH"
"RPS4X",0.000265514568081437,0.478624108959512,1,1,1,"0","RPS4X"
"LEPROT",0.000271406508947747,0.612743159445257,0.939,0.969,1,"0","LEPROT"
"GABARAP",0.000290605020304646,0.422071029606242,1,1,1,"0","GABARAP"
"EHD1",0.000291296800161822,0.747396596587532,0.966,0.981,1,"0","EHD1"
"CAPN2",0.000300949190051858,0.439821970496422,1,1,1,"0","CAPN2"
"DEPP1",0.000301934461364839,1.52479384497324,0.469,0.308,1,"0","DEPP1"
"RHOBTB3",0.000305521064664305,1.07346128797253,0.707,0.61,1,"0","RHOBTB3"
"ANKRD13C-DT",0.000308827892128478,0.262886749967367,0.177,0.377,1,"0","ANKRD13C-DT"
"SERPINB1",0.000309823837493894,0.812948909896329,0.898,0.943,1,"0","SERPINB1"
"FTH1",0.000313192998500966,0.395916486199171,1,1,1,"0","FTH1"
"PSAP",0.000313192998500966,0.411228524821651,1,1,1,"0","PSAP"
"CTSS",0.000320467692705493,0.282558807402403,0.503,0.742,1,"0","CTSS"
"ARL6IP5",0.000321041517148846,0.798343332719921,0.959,0.987,1,"0","ARL6IP5"
"MAPK8IP3",0.000322614647764174,1.25395434034816,0.816,0.874,1,"0","MAPK8IP3"
"MYC",0.000330848490747382,0.886250219689054,0.83,0.792,1,"0","MYC"
"LRRFIP1",0.000339092314397993,0.406261274907819,0.993,1,1,"0","LRRFIP1"
"C2orf81",0.000344455183939372,0.252282366966802,0.224,0.44,1,"0","C2orf81"
"RPLP0",0.00035804600140632,0.510819085680081,0.993,1,1,"0","RPLP0"
"RGS5",0.000365795582016192,1.49553768044636,0.197,0.421,1,"0","RGS5"
"SPATA6",0.000373271194138607,0.525855156971102,0.197,0.403,1,"0","SPATA6"
"FBXL16",0.000398435487567676,0.676008217975919,0.184,0.403,1,"0","FBXL16"
"TIPARP",0.00040482077930637,0.770064347349067,0.973,0.975,1,"0","TIPARP"
"RTN4",0.000406855356524405,0.260946716333491,1,1,1,"0","RTN4"
"UBXN11",0.000408803270685265,0.823785299342996,0.973,0.975,1,"0","UBXN11"
"CATSPER2",0.000409958911052322,0.461355128087699,0.381,0.66,1,"0","CATSPER2"
"SARS1",0.000410845002199567,0.68931384270556,0.973,0.994,1,"0","SARS1"
"WNK4",0.00041639112883543,0.416225873180148,0.231,0.44,1,"0","WNK4"
"BTG2",0.000419086134471936,0.281461589513614,0.388,0.667,1,"0","BTG2"
"SLC39A13",0.000421960654728437,0.834285288537838,0.871,0.943,1,"0","SLC39A13"
"SH3RF2",0.00042892713210439,0.453249774303547,0.429,0.692,1,"0","SH3RF2"
"MAGED2",0.000435545854915009,0.395693885082729,0.959,0.975,1,"0","MAGED2"
"DYNC2I1",0.000444777875415969,0.823428697391276,0.905,0.931,1,"0","DYNC2I1"
"CD9",0.00044638081696835,0.386819371414141,1,1,1,"0","CD9"
"EMP1",0.000452164037513914,1.11506814987321,0.68,0.635,1,"0","EMP1"
"MINK1",0.000455140149005828,0.841014087591675,0.939,0.918,1,"0","MINK1"
"MX1",0.000473071523910008,0.502126545263219,0.558,0.774,1,"0","MX1"
"HERPUD1",0.000473160967408459,0.905738767120596,1,0.994,1,"0","HERPUD1"
"MED18",0.000475261877909265,0.376265225971,0.34,0.623,1,"0","MED18"
"LAMB2",0.000484514543533709,0.673438177486049,0.946,0.969,1,"0","LAMB2"
"ARHGAP30",0.000486035243045905,0.500780219708993,0.32,0.591,1,"0","ARHGAP30"
"CCDC12",0.000487639733201872,0.597761228268581,0.898,0.981,1,"0","CCDC12"
"NDUFV2",0.000506293705871519,0.291342375747706,0.986,0.994,1,"0","NDUFV2"
"TYW1",0.000507321914326342,0.543551982698117,0.952,0.969,1,"0","TYW1"
"RNF11",0.000525820854857972,0.64156604402485,0.912,0.931,1,"0","RNF11"
"PPP1R14B",0.000552528535926244,0.706888968341092,0.878,0.899,1,"0","PPP1R14B"
"PKP2",0.000556482778957923,1.43073508097118,0.776,0.774,1,"0","PKP2"
"SMARCD3",0.000556907261092447,0.349176412281221,0.286,0.522,1,"0","SMARCD3"
"HIGD2A",0.00055739181890746,0.556989985282042,0.973,1,1,"0","HIGD2A"
"SMIM3",0.000576357409132576,0.585311215558672,0.415,0.673,1,"0","SMIM3"
"PML",0.000583422697913338,1.47567754168996,0.823,0.855,1,"0","PML"
"H3C10",0.000584720713766097,0.793622774081411,0.238,0.453,1,"0","H3C10"
"REXO2",0.000601522762321727,0.529693123603162,0.959,0.969,1,"0","REXO2"
"IRS2",0.000645709173304976,1.06142565139262,0.66,0.497,1,"0","IRS2"
"SMIM26",0.000646180376397298,0.340310156647207,1,0.981,1,"0","SMIM26"
"FOSB",0.000647201778601584,0.395349515384583,0.673,0.893,1,"0","FOSB"
"YIPF3",0.000652311239416115,0.337878719762243,0.986,0.975,1,"0","YIPF3"
"WDR83OS",0.000706925128274305,0.395929316631491,0.993,1,1,"0","WDR83OS"
"TLCD5",0.000720608370315988,0.650767513251175,0.265,0.516,1,"0","TLCD5"
"CSNK1D",0.000723769315209788,0.254168537563729,1,1,1,"0","CSNK1D"
"CASKIN2",0.000752227850835016,0.352114258384034,0.483,0.723,1,"0","CASKIN2"
"PYGL",0.000766559810566614,1.19890963918213,0.707,0.66,1,"0","PYGL"
"EMC10",0.00077607696777708,0.417261606200186,0.776,0.925,1,"0","EMC10"
"PGLS",0.000782334092624515,0.593440621533431,0.912,0.95,1,"0","PGLS"
"IFNGR2",0.00079009081270609,0.628769504404514,0.952,0.925,1,"0","IFNGR2"
"OGA",0.00079493985903345,0.547691494901717,0.993,0.987,1,"0","OGA"
"CAT",0.000801582410807633,0.759657257070689,0.878,0.925,1,"0","CAT"
"NCOR2",0.000808012384971857,0.625082323913936,0.966,0.994,1,"0","NCOR2"
"TNFRSF10C",0.000817937430417186,0.573861363056356,0.238,0.472,1,"0","TNFRSF10C"
"PIK3IP1",0.000833627301110129,0.273462465635167,0.265,0.491,1,"0","PIK3IP1"
"APOBEC3F",0.000847905816314568,0.372750621691615,0.401,0.686,1,"0","APOBEC3F"
"RAB5A",0.000876536975695563,0.565978137845263,0.973,0.975,1,"0","RAB5A"
"LAMB3",0.000879037152271778,1.10843625231916,0.599,0.478,1,"0","LAMB3"
"KCNB1",0.000900124498199054,0.707528120039137,0.204,0.396,1,"0","KCNB1"
"TNNT1",0.000913467276375979,0.620639252122283,0.925,0.918,1,"0","TNNT1"
"TPCN1",0.000921138295935542,1.16031965758619,0.844,0.868,1,"0","TPCN1"
"TUBA8",0.000999325211466906,0.477165894900847,0.218,0.415,1,"0","TUBA8"
"BHLHE40",0.00100661232338628,0.906705734267624,0.952,0.975,1,"0","BHLHE40"
"SRP72",0.00101137054176514,0.402454022788212,0.959,0.981,1,"0","SRP72"
"CD59",0.00104932142008352,0.261784322620473,1,0.994,1,"0","CD59"
"SBF2",0.00106923695463434,0.624529190042906,0.857,0.912,1,"0","SBF2"
"ARCN1",0.00107605134739375,0.412619516348197,0.98,0.994,1,"0","ARCN1"
"AFF4",0.00107852655071738,0.428510081743526,1,0.994,1,"0","AFF4"
"CNN3",0.00110081032972986,1.00374616323658,0.952,0.994,1,"0","CNN3"
"ADAM8",0.0011261222223018,1.79905962287303,0.456,0.346,1,"0","ADAM8"
"NAMPT",0.00113904121424846,0.688219003742891,0.946,0.994,1,"0","NAMPT"
"PDZRN3",0.00115515978882019,0.273795212148128,0.19,0.371,1,"0","PDZRN3"
"CBX6",0.00120831867269833,0.567650814651118,0.966,0.975,1,"0","CBX6"
"EZR",0.00120849088610453,0.508323034940078,0.993,1,1,"0","EZR"
"SFXN3",0.00127649000458541,1.51093567436891,0.701,0.748,1,"0","SFXN3"
"SMIM30",0.00128611193719297,0.651398923019912,0.837,0.862,1,"0","SMIM30"
"LDLR",0.00129901979126812,0.510691730638631,0.952,1,1,"0","LDLR"
"FLNB",0.00129909906111991,0.487634361765325,0.993,0.987,1,"0","FLNB"
"SNU13",0.0013049563785017,0.401681875997728,0.973,1,1,"0","SNU13"
"RPL7A",0.00134068729127623,0.307989654670564,1,1,1,"0","RPL7A"
"SEC31A",0.00134672683853165,0.29509082715395,1,1,1,"0","SEC31A"
"CLYBL",0.00139009202904276,0.848335172472019,0.156,0.34,1,"0","CLYBL"
"POLR2L",0.00139595441457518,0.397384643095792,1,1,1,"0","POLR2L"
"RALGDS",0.00140044508439696,0.650033275813612,0.878,0.918,1,"0","RALGDS"
"CENATAC",0.00140842659658835,0.339826113759344,0.966,0.987,1,"0","CENATAC"
"LRRC61",0.00143149486210177,0.369006043631246,0.245,0.459,1,"0","LRRC61"
"CDPF1",0.0014388205205402,0.290062890807758,0.272,0.509,1,"0","CDPF1"
"NT5C",0.00144354879387132,0.418301989834687,0.98,0.981,1,"0","NT5C"
"SAMD15",0.00145340659580265,0.326439866641886,0.136,0.302,1,"0","SAMD15"
"SEMA3B",0.00146665485428654,1.38113754084514,0.748,0.767,1,"0","SEMA3B"
"RNH1",0.00147614431049048,0.359715697853057,0.966,0.994,1,"0","RNH1"
"LAMA5",0.00148609703506608,0.953923803307553,0.973,1,1,"0","LAMA5"
"TCIRG1",0.00150886598869082,0.775583645525533,0.905,0.937,1,"0","TCIRG1"
"LAMTOR5",0.00152637194561156,0.283205391327425,1,1,1,"0","LAMTOR5"
"RPS17",0.0015501880850517,0.481726099758687,0.918,0.931,1,"0","RPS17"
"TMBIM1",0.0016134696204424,0.506252619117375,0.98,0.994,1,"0","TMBIM1"
"PYGB",0.00162384008347982,1.29908179450763,0.946,0.981,1,"0","PYGB"
"FKBP2",0.0016242254592056,0.393481347299109,0.973,1,1,"0","FKBP2"
"MLPH",0.00165271717660054,0.536900978326539,0.973,0.95,1,"0","MLPH"
"SLC20A1",0.00168272975096251,0.649057763209687,0.986,1,1,"0","SLC20A1"
"ZFHX2",0.0016947897338371,0.309203232763858,0.34,0.541,1,"0","ZFHX2"
"TMEM184B",0.00169548401562514,0.531136277316582,0.939,0.937,1,"0","TMEM184B"
"DDX60",0.00172285864597392,0.686989601981295,0.34,0.585,1,"0","DDX60"
"PRLR",0.00178163734519823,0.276383595215181,0.381,0.61,1,"0","PRLR"
"EXOC6",0.00179586279385811,0.410233806716048,0.558,0.786,1,"0","EXOC6"
"LAT",0.00188126489751571,1.13948400183811,0.197,0.365,1,"0","LAT"
"GHITM",0.0018864574977886,0.255192501037055,0.993,1,1,"0","GHITM"
"TNFRSF10A",0.00189295084938501,1.2072813313453,0.755,0.799,1,"0","TNFRSF10A"
"OTUB1",0.00190719337800305,0.381140847196263,0.993,0.994,1,"0","OTUB1"
"UBXN1",0.00193580819506178,0.375958127062227,0.939,0.975,1,"0","UBXN1"
"TMEM139",0.0019983663428132,0.30503963730242,0.238,0.44,1,"0","TMEM139"
"SRI",0.00204014798801944,0.506664553177645,0.946,0.987,1,"0","SRI"
