"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ALDH5A1",7.0832228971085e-14,0.981390624948758,0.852,0.344,7.48271666850542e-10,"1","ALDH5A1"
"B3GALT6",7.17204073907851e-14,1.03611151111063,0.943,0.55,7.57654383676254e-10,"1","B3GALT6"
"EFNA3",7.21644966006352e-14,1.11386434076578,0.852,0.39,7.6234574208911e-10,"1","EFNA3"
"GINS2",7.39408534400354e-14,0.919963823478852,0.955,0.495,7.81111175740534e-10,"1","GINS2"
"GDPD5",7.43849426498855e-14,1.01571818513928,0.875,0.394,7.8580253415339e-10,"1","GDPD5"
"APP",7.48290318597356e-14,0.915383072938828,1,0.995,7.90493892566246e-10,"1","APP"
"TFR2",7.52731210695856e-14,0.825562116246871,0.818,0.335,7.95185250979102e-10,"1","TFR2"
"NOP9",7.57172102794357e-14,1.06423025627895,0.932,0.514,7.99876609391958e-10,"1","NOP9"
"PSMD11",7.57172102794357e-14,0.844462030911937,1,0.963,7.99876609391958e-10,"1","PSMD11"
"ZNF747",7.83817455385361e-14,0.8598380401042,0.898,0.45,8.28024759869095e-10,"1","ZNF747"
"PACSIN3",7.88258347483861e-14,1.08766025304576,0.955,0.716,8.32716118281951e-10,"1","PACSIN3"
"PRUNE1",7.97140131680862e-14,0.988817372716129,0.966,0.564,8.42098835107663e-10,"1","PRUNE1"
"RBPMS2",7.99360577730113e-14,1.10748602728297,0.83,0.33,8.44444514314091e-10,"1","RBPMS2"
"PEX11A",8.01581023779363e-14,1.02552218139013,0.92,0.505,8.46790193520519e-10,"1","PEX11A"
"LRP3",8.17124146124115e-14,0.766750835615667,0.761,0.252,8.63209947965515e-10,"1","LRP3"
"ABCB6",8.4821039081362e-14,1.27210070692544,0.898,0.518,8.96049456855508e-10,"1","ABCB6"
"DOC2A",8.59312621059871e-14,1.00116414943821,0.966,0.748,9.07777852887648e-10,"1","DOC2A"
"RPN1",8.72635297355373e-14,0.890741004675242,1,0.991,9.21851928126216e-10,"1","RPN1"
"BLM",8.74855743404623e-14,0.867845506197273,0.909,0.413,9.24197607332644e-10,"1","BLM"
"BOLA1",8.74855743404623e-14,1.05957114172588,0.966,0.573,9.24197607332644e-10,"1","BOLA1"
"ZNF34",8.79296635503124e-14,1.1211087800758,0.909,0.477,9.288889657455e-10,"1","ZNF34"
"GRB7",8.99280649946377e-14,1.10983577005738,0.909,0.454,9.50000078603352e-10,"1","GRB7"
"PCOLCE",9.2148511043888e-14,1.1766933121538,0.83,0.294,9.73456870667633e-10,"1","PCOLCE"
"FOXD2",9.30366894635881e-14,1.14689672573921,0.807,0.326,9.82839587493345e-10,"1","FOXD2"
"ID2",9.37028232783632e-14,0.864733803053873,0.977,0.628,9.89876625112629e-10,"1","ID2"
"PCOTH",9.57012247226885e-14,0.84520862838292,0.864,0.307,1.01098773797048e-09,"1","PCOTH"
"DSP",9.63673585374636e-14,1.11833530537646,0.977,0.771,1.01802477558977e-09,"1","DSP"
"KIF24",9.68114477473137e-14,0.876989994449032,0.92,0.633,1.02271613400262e-09,"1","KIF24"
"TMEM9",9.76996261670138e-14,1.02696236263177,1,0.862,1.03209885082833e-09,"1","TMEM9"
"HOMER2",9.9031893796564e-14,1.05648031234801,0.943,0.61,1.0461729260669e-09,"1","HOMER2"
"RUVBL1",9.9253938401489e-14,0.833517957761602,1,0.972,1.04851860527333e-09,"1","RUVBL1"
"EPB41L5",9.96980276113391e-14,1.03625467019894,0.955,0.61,1.05320996368619e-09,"1","EPB41L5"
"RPL39L",1.00586206031039e-13,0.874943985126376,0.989,0.757,1.0625926805119e-09,"1","RPL39L"
"DONSON",1.05693231944315e-13,0.909164609416708,1,0.849,1.11654330225974e-09,"1","DONSON"
"GPC4",1.06137321154165e-13,1.09870962483029,0.875,0.362,1.1212346606726e-09,"1","GPC4"
"REEP6",1.10356168647741e-13,1.29081597316324,0.886,0.532,1.16580256559473e-09,"1","REEP6"
"KIF4A",1.12132525487141e-13,0.888136361578359,0.932,0.376,1.18456799924616e-09,"1","KIF4A"
"CIDEB",1.12354570092066e-13,0.940268408952398,0.852,0.394,1.18691367845258e-09,"1","CIDEB"
"GDPD3",1.12576614696991e-13,1.28005064549232,0.784,0.294,1.18925935765901e-09,"1","GDPD3"
"DENND2D",1.13464793116691e-13,1.09401169120624,0.932,0.436,1.19864207448472e-09,"1","DENND2D"
"FKBPL",1.16795462190566e-13,1.0591635920679,0.898,0.372,1.23382726258114e-09,"1","FKBPL"
"SLCO3A1",1.16795462190566e-13,1.364558556225,0.841,0.459,1.23382726258114e-09,"1","SLCO3A1"
"SYK",1.17017506795491e-13,1.10574838011113,0.898,0.413,1.23617294178757e-09,"1","SYK"
"KCNQ1",1.21014309684142e-13,1.2819714626848,0.591,0.147,1.27839516750328e-09,"1","KCNQ1"
"ATP6V1A",1.23456800338317e-13,0.990897547365741,0.977,0.885,1.30419763877399e-09,"1","ATP6V1A"
"ATP6V1E2",1.25233157177718e-13,0.729929418009073,0.795,0.289,1.32296307242541e-09,"1","ATP6V1E2"
"ZNF304",1.25455201782643e-13,1.05295179928154,0.83,0.367,1.32530875163184e-09,"1","ZNF304"
"MYH14",1.29452004671293e-13,1.10531426900226,0.92,0.514,1.36753097734754e-09,"1","MYH14"
"GPAA1",1.31450406115619e-13,0.991819758944612,1,0.963,1.38864209020539e-09,"1","GPAA1"
"IQGAP3",1.32338584535319e-13,0.840713222709623,0.943,0.5,1.39802480703111e-09,"1","IQGAP3"
"HSD17B10",1.36779476633819e-13,0.797292939793225,1,0.94,1.44493839115967e-09,"1","HSD17B10"
"GINS1",1.3944401189292e-13,0.950586178644328,0.966,0.514,1.4730865416368e-09,"1","GINS1"
"UBOX5",1.44106948596345e-13,1.03806251487875,1,0.784,1.52234580497179e-09,"1","UBOX5"
"RFC3",1.4521717162097e-13,0.93207489293911,0.966,0.541,1.53407420100393e-09,"1","RFC3"
"ADGRB2",1.47881706880071e-13,0.923357642417779,0.795,0.289,1.56222235148107e-09,"1","ADGRB2"
"MMP25",1.48103751484996e-13,0.709454586315083,0.727,0.211,1.5645680306875e-09,"1","MMP25"
"RAB11FIP1",1.50324197534246e-13,1.03585040184627,0.989,0.876,1.58802482275178e-09,"1","RAB11FIP1"
"FANCD2",1.50768286744096e-13,0.914568376266889,0.977,0.702,1.59271618116463e-09,"1","FANCD2"
"ILF2",1.50990331349021e-13,0.71144165146246,1,0.991,1.59506186037106e-09,"1","ILF2"
"PSMB5",1.50990331349021e-13,0.537722315847866,1,0.991,1.59506186037106e-09,"1","PSMB5"
"PHF2",1.52100554373646e-13,0.748489372108305,0.898,0.459,1.6067902564032e-09,"1","PHF2"
"SMC1A",1.52988732793347e-13,0.757392956758205,1,0.876,1.61617297322891e-09,"1","SMC1A"
"MSX2",1.54987134237672e-13,0.930366097626036,0.943,0.486,1.63728408608677e-09,"1","MSX2"
"KIF14",1.56541446472147e-13,0.82914753056229,0.92,0.408,1.65370384053176e-09,"1","KIF14"
"PPFIBP2",1.56985535681997e-13,0.616377470882492,0.784,0.294,1.65839519894462e-09,"1","PPFIBP2"
"C8orf76",1.57429624891847e-13,0.964404411822847,1,0.794,1.66308655735747e-09,"1","C8orf76"
"RALGPS1",1.61648472385423e-13,0.949387788782723,0.909,0.431,1.70765446227961e-09,"1","RALGPS1"
"MPZL3",1.62314606200198e-13,0.773091403950862,0.875,0.362,1.71469149989889e-09,"1","MPZL3"
"FAM241B",1.62758695410048e-13,0.695028660147916,0.864,0.317,1.71938285831175e-09,"1","FAM241B"
"TP73",1.64313007644523e-13,0.696372894306729,0.761,0.294,1.73580261275674e-09,"1","TP73"
"KLC3",1.69642078162724e-13,1.21073977533277,0.818,0.39,1.79209891371102e-09,"1","KLC3"
"GCH1",1.71640479607049e-13,1.1218130515635,0.909,0.445,1.81321002656887e-09,"1","GCH1"
"FRAT2",1.7430501486615e-13,0.821901637781508,0.67,0.206,1.841358177046e-09,"1","FRAT2"
"SLC39A11",1.7430501486615e-13,1.16361093496547,0.977,0.807,1.841358177046e-09,"1","SLC39A11"
"C2CD2",1.81632486828676e-13,1.07129480178899,0.92,0.459,1.91876559085813e-09,"1","C2CD2"
"DPP3",1.81854531433601e-13,0.913899961202256,1,0.817,1.92111127006456e-09,"1","DPP3"
"SLC15A3",1.82298620643451e-13,0.657262633278498,0.602,0.151,1.92580262847741e-09,"1","SLC15A3"
"PIP5K1A",1.82964754458226e-13,0.788096609855558,1,0.894,1.9328396660967e-09,"1","PIP5K1A"
"CALM3",1.83186799063151e-13,0.677454746427196,1,0.982,1.93518534530313e-09,"1","CALM3"
"TUFT1",1.84297022087776e-13,0.831709838222057,0.989,0.858,1.94691374133527e-09,"1","TUFT1"
"CCNP1",1.85851334322251e-13,0.518272650709645,0.795,0.271,1.96333349578026e-09,"1","CCNP"
"LFNG",1.89182003396127e-13,0.821349642353711,0.864,0.381,1.99851868387668e-09,"1","LFNG"
"URB1",1.89848137210902e-13,1.00084237632124,0.955,0.573,2.00555572149597e-09,"1","URB1"
"ZNF367",1.90070181815827e-13,0.857059437114637,0.898,0.427,2.00790140070239e-09,"1","ZNF367"
"TMEM150C",1.92290627865077e-13,1.05914206851358,0.886,0.45,2.03135819276667e-09,"1","TMEM150C"
"AARS2",1.93178806284777e-13,0.863611412527673,0.943,0.459,2.04074090959239e-09,"1","AARS2"
"TCF19",1.94511073914327e-13,0.648506468030931,0.943,0.39,2.05481498483095e-09,"1","TCF19"
"ACSS1",1.94511073914327e-13,1.12798499387597,0.909,0.528,2.05481498483095e-09,"1","ACSS1"
"CYC1",1.95399252334028e-13,0.807695038884722,1,0.995,2.06419770165667e-09,"1","CYC1"
"SLC52A3",2.05613304160579e-13,0.721212559089022,0.886,0.399,2.17209894515236e-09,"1","SLC52A3"
"HOXB7",2.06945571790129e-13,0.974199770204262,0.943,0.491,2.18617302039092e-09,"1","HOXB7"
"FAAH",2.08055794814754e-13,1.16574101465627,0.864,0.372,2.19790141642306e-09,"1","FAAH"
"ARPC1A",2.1271873151818e-13,0.703768975017001,1,0.972,2.24716067975805e-09,"1","ARPC1A"
"IFITM1",2.23820961764432e-13,1.22801374442492,0.943,0.766,2.36444464007945e-09,"1","IFITM1"
"PAOX",2.24043006369357e-13,0.776213700776747,0.761,0.252,2.36679031928588e-09,"1","PAOX"
"AUTS2",2.25597318603832e-13,0.897381662742543,0.875,0.431,2.38321007373088e-09,"1","AUTS2"
"ZNF672",2.27151630838307e-13,0.900447884534517,0.977,0.706,2.39962982817588e-09,"1","ZNF672"
"OPLAH",2.28039809258007e-13,1.20629756725528,0.909,0.514,2.40901254500159e-09,"1","OPLAH"
"WDR4",2.28483898467857e-13,0.690732902312345,0.932,0.472,2.41370390341444e-09,"1","WDR4"
"SYTL1",2.29594121492482e-13,1.02790196967911,0.92,0.573,2.42543229944658e-09,"1","SYTL1"
"AARD",2.30926389122033e-13,0.96958647691175,0.864,0.44,2.43950637468515e-09,"1","AARD"
"RMI1",2.33146835171283e-13,1.15851771461971,0.943,0.587,2.46296316674943e-09,"1","RMI1"
"PASK",2.35589325825458e-13,0.592102201465791,0.898,0.44,2.48876563802014e-09,"1","PASK"
"COP1",2.38697950294409e-13,0.985610179032463,0.989,0.821,2.52160514691013e-09,"1","COP1"
"ZBTB46",2.40252262528884e-13,0.639271408630031,0.875,0.399,2.53802490135513e-09,"1","ZBTB46"
"NOL4L",2.44027020812609e-13,0.89765260309283,1,0.867,2.57790144786441e-09,"1","NOL4L"
"AURKA",2.45137243837235e-13,1.01589627470708,0.943,0.628,2.58962984389655e-09,"1","AURKA"
"MINDY4",2.49134046725885e-13,1.10191208813094,0.886,0.459,2.63185206961225e-09,"1","MINDY4"
"E2F2",2.4935609133081e-13,0.696435742666186,0.83,0.33,2.63419774881868e-09,"1","E2F2"
"SEMA4A",2.4980018054066e-13,1.16566971507385,0.841,0.358,2.63888910723153e-09,"1","SEMA4A"
"ZNF813",2.50466314355435e-13,0.943227900353309,0.864,0.399,2.64592614485082e-09,"1","ZNF813"
"SEL1L3",2.53352894219461e-13,0.9434343581541,0.886,0.404,2.67641997453438e-09,"1","SEL1L3"
"FDPS",2.68896016564213e-13,1.00734813886082,1,0.977,2.84061751898435e-09,"1","FDPS"
"OSBPL11",2.69784194983913e-13,0.975756008504308,0.955,0.647,2.85000023581006e-09,"1","OSBPL11"
"WNT9A",2.70228284193763e-13,1.35749303467328,0.875,0.477,2.85469159422291e-09,"1","WNT9A"
"RHOD",2.72670774847938e-13,1.08421813136025,0.955,0.587,2.88049406549362e-09,"1","RHOD"
"ZNF646",2.73336908662714e-13,0.758702598600594,0.852,0.39,2.88753110311291e-09,"1","ZNF646"
"CYFIP2",2.75557354711964e-13,1.19779854849283,0.852,0.417,2.91098789517719e-09,"1","CYFIP2"
"ABHD15",2.76667577736589e-13,1.0284740856998,0.807,0.39,2.92271629120933e-09,"1","ABHD15"
"PRPS2",2.76667577736589e-13,1.06681601924493,0.966,0.734,2.92271629120933e-09,"1","PRPS2"
"FAM20B",2.77111666946439e-13,1.12609252708429,0.955,0.789,2.92740764962218e-09,"1","FAM20B"
"TEDC2",2.83995049699115e-13,0.817335025587079,0.807,0.307,3.00012370502145e-09,"1","TEDC2"
"ELMO3",2.8599345114344e-13,0.752048394910692,0.875,0.353,3.0212348178793e-09,"1","ELMO3"
"HSPA12A",2.86215495748365e-13,0.681294402490326,0.864,0.317,3.02358049708573e-09,"1","HSPA12A"
"EHF",2.91100477056716e-13,1.01094680209158,0.875,0.413,3.07518543962715e-09,"1","EHF"
"RECQL4",2.91766610871491e-13,0.965941429497928,0.92,0.55,3.08222247724643e-09,"1","RECQL4"
"EFNA4-EFNA3",2.94653190735517e-13,1.10055698672698,0.886,0.427,3.11271630693e-09,"1","EFNA4-EFNA3"
"TMEM98",3.01314528883267e-13,1.13186847452718,0.818,0.339,3.18308668312284e-09,"1","TMEM98"
"NEK8",3.02202707302968e-13,0.865599248730923,0.955,0.624,3.19246939994855e-09,"1","NEK8"
"PRPF3",3.03534974932518e-13,0.822141233147888,1,0.798,3.20654347518712e-09,"1","PRPF3"
"CNFN",3.21964677141295e-13,1.04472946789297,0.886,0.427,3.40123484932064e-09,"1","CNFN"
"PTPMT1",3.21964677141295e-13,0.576900599119988,1,0.977,3.40123484932064e-09,"1","PTPMT1"
"GTF2E1",3.2218672174622e-13,0.949215244925697,0.92,0.491,3.40358052852707e-09,"1","GTF2E1"
"SNX10",3.25073301610246e-13,0.762473976616009,0.875,0.376,3.43407435821064e-09,"1","SNX10"
"CCNE2",3.26183524634871e-13,1.09182048590384,0.943,0.647,3.44580275424278e-09,"1","CCNE2"
"EFS",3.39062111720523e-13,1.05134007293505,0.841,0.335,3.5818521482156e-09,"1","EFS"
"TRPS1",3.39062111720523e-13,1.19424284287677,0.955,0.789,3.5818521482156e-09,"1","TRPS1"
"SIDT1",3.39284156325448e-13,0.814315140171233,0.898,0.44,3.58419782742203e-09,"1","SIDT1"
"SNX4",3.40172334745148e-13,0.949320211112492,1,0.78,3.59358054424774e-09,"1","SNX4"
"JMJD4",3.40838468559923e-13,0.891724321897739,0.977,0.752,3.60061758186703e-09,"1","JMJD4"
"TRAFD1",3.42614825399323e-13,0.964691903773433,0.989,0.794,3.61938301551845e-09,"1","TRAFD1"
"PPP1R37",3.43058914609173e-13,0.925982545074207,0.909,0.555,3.62407437393131e-09,"1","PPP1R37"
"LPCAT3",3.43947093028873e-13,0.966215692764804,1,0.839,3.63345709075702e-09,"1","LPCAT3"
"ARHGEF37",3.49276163547074e-13,0.901460838062099,0.898,0.417,3.68975339171129e-09,"1","ARHGEF37"
"RETREG1",3.57269769324375e-13,0.688813452658975,0.943,0.459,3.7741978431427e-09,"1","RETREG1"
"SDCBP2",3.5793590313915e-13,0.910150231060639,0.864,0.413,3.78123488076199e-09,"1","SDCBP2"
"NEK2",3.59712259978551e-13,0.931335326736733,0.864,0.385,3.80000031441341e-09,"1","NEK2"
"TMEM234",3.63264973657351e-13,0.972570762234618,0.932,0.454,3.83753118171626e-09,"1","TMEM234"
"CORO2A",3.66373598126302e-13,1.02667570913734,1,0.693,3.87037069060625e-09,"1","CORO2A"
"TICRR",3.67927910360777e-13,1.04954801935345,0.898,0.555,3.88679044505125e-09,"1","TICRR"
"MYO1D",3.68149954965702e-13,1.12057006228105,0.92,0.532,3.88913612425767e-09,"1","MYO1D"
"CA2",3.75921516138078e-13,0.634094746088572,0.818,0.298,3.97123489648266e-09,"1","CA2"
"ISYNA1",3.75921516138078e-13,0.8912130785633,1,0.885,3.97123489648266e-09,"1","ISYNA1"
"ALDH9A1",3.75921516138078e-13,0.764570807179866,1,0.927,3.97123489648266e-09,"1","ALDH9A1"
"ARRDC1",3.8924419243358e-13,0.817659834843516,1,0.954,4.11197564886834e-09,"1","ARRDC1"
"SCUBE3",3.9146463848283e-13,1.22328748813897,0.83,0.385,4.13543244093262e-09,"1","SCUBE3"
"MISP",3.99458244260131e-13,1.10283000264865,0.932,0.592,4.21987689236403e-09,"1","MISP"
"GAMT",4.02566868729082e-13,0.904871459733776,0.989,0.867,4.25271640125402e-09,"1","GAMT"
"KAZN",4.03233002543857e-13,0.990975401263445,0.795,0.372,4.2597534388733e-09,"1","KAZN"
"FARSB",4.05675493198032e-13,0.862476417260441,1,0.72,4.28555591014401e-09,"1","FARSB"
"SLC26A11",4.06563671617732e-13,0.984878839929356,0.989,0.546,4.29493862696972e-09,"1","SLC26A11"
"SOX13",4.12558875950708e-13,1.03724274526469,0.886,0.528,4.35827196554328e-09,"1","SOX13"
"MESP2",4.13669098975333e-13,0.785466230041927,0.818,0.303,4.37000036157542e-09,"1","MESP2"
"CCSAP",4.2588155224621e-13,1.09269058179644,0.932,0.482,4.49901271792896e-09,"1","CCSAP"
"PUF60",4.28324042900385e-13,0.714314235138509,1,0.995,4.52481518919967e-09,"1","PUF60"
"SOD1",4.28324042900385e-13,0.721766640322567,1,0.995,4.52481518919967e-09,"1","SOD1"
"MTUS1",4.34541291838286e-13,1.05658004396039,0.932,0.55,4.59049420697966e-09,"1","MTUS1"
"NEIL3",4.36317648677687e-13,0.929716154736639,0.795,0.275,4.60925964063108e-09,"1","NEIL3"
"BCL7A",4.37427871702312e-13,1.03648355060226,0.875,0.477,4.62098803666322e-09,"1","BCL7A"
"COXFA4L3",4.40980585381112e-13,1.20406297300685,0.909,0.532,4.65851890396607e-09,"1","COXFA4L3"
"MARVELD2",4.45643522084538e-13,0.976520785092413,0.943,0.638,4.70777816730106e-09,"1","MARVELD2"
"SLC5A6",4.46531700504238e-13,0.87543437004517,0.966,0.894,4.71716088412677e-09,"1","SLC5A6"
"S100A9",4.64961402713016e-13,0.893677804758513,0.83,0.394,4.9118522582603e-09,"1","S100A9"
"PRSS22",4.74509320724792e-13,0.684414758102945,0.886,0.385,5.0127164641367e-09,"1","PRSS22"
"EPAS1",4.77173855983892e-13,0.985939556488607,0.977,0.683,5.04086461461384e-09,"1","EPAS1"
"FBXO6",4.77395900588817e-13,0.78970333880739,0.852,0.381,5.04321029382027e-09,"1","FBXO6"
"DUSP8",4.78728168218368e-13,0.572406701901488,0.852,0.321,5.05728436905883e-09,"1","DUSP8"
"RNF115",4.78728168218368e-13,0.812811980817422,0.989,0.904,5.05728436905883e-09,"1","RNF115"
"FAM117B",4.87387907810444e-13,0.775696576436077,0.739,0.261,5.14876585810953e-09,"1","FAM117B"
"MAP7",4.88720175439994e-13,1.06317266090632,0.898,0.463,5.1628399333481e-09,"1","MAP7"
"RPP25",5.04041253179821e-13,0.891615309489406,1,0.743,5.32469179859163e-09,"1","RPP25"
"ZNF296",5.15809617240848e-13,1.10518715818983,0.841,0.436,5.44901279653232e-09,"1","ZNF296"
"CDKN2A",5.16919840265473e-13,1.04800277279762,0.886,0.436,5.46074119256446e-09,"1","CDKN2A"
"CDR2L",5.26023669067399e-13,1.01259241120522,0.977,0.674,5.556914040028e-09,"1","CDR2L"
"VASN",5.26911847487099e-13,1.0409723214039,0.864,0.404,5.56629675685372e-09,"1","VASN"
"TET3",5.28910248931425e-13,0.959281161264358,0.955,0.601,5.58740786971157e-09,"1","TET3"
"TRIM69",5.35571587079176e-13,0.87333978583451,0.818,0.353,5.65777824590441e-09,"1","TRIM69"
"TACSTD2",5.54889467707653e-13,0.680350195541543,0.989,0.89,5.86185233686365e-09,"1","TACSTD2"
"LIN7B",5.56443779942128e-13,0.996410244777155,0.909,0.55,5.87827209130865e-09,"1","LIN7B"
"TIMM17A",5.74651437545981e-13,0.75096508605521,1,0.972,6.07061778623574e-09,"1","TIMM17A"
"SLC7A81",5.79980508064182e-13,0.44864959569097,0.875,0.344,6.12691408719002e-09,"1","SLC7A8"
"UBE2O",5.81756864903582e-13,1.05223450167627,0.92,0.564,6.14567952084144e-09,"1","UBE2O"
"PDE7A",5.89528426075958e-13,1.21388863594272,0.852,0.45,6.22777829306642e-09,"1","PDE7A"
"RHPN1",5.97966121063109e-13,1.1354209301782,0.909,0.523,6.31691410291069e-09,"1","RHPN1"
"CRABP2",6.0418337000101e-13,1.19658088275207,0.977,0.711,6.38259312069067e-09,"1","CRABP2"
"PTGFRN1",6.17506046296512e-13,0.46912871152453,0.739,0.234,6.52333387307635e-09,"1","PTGFRN"
"KRTCAP3",6.24389429049188e-13,1.29618431847269,0.864,0.459,6.59604992847562e-09,"1","KRTCAP3"
"INPP4A",6.28386231937839e-13,0.901486746437073,0.841,0.362,6.63827215419133e-09,"1","INPP4A"
"ANGEL1",6.3815619455454e-13,0.896997019035256,0.92,0.463,6.74148203927416e-09,"1","ANGEL1"
"ANKRD16",6.55697718343617e-13,1.03319947425302,0.625,0.206,6.92679069658197e-09,"1","ANKRD16"
"LMBRD2",6.62359056491368e-13,0.907177985546945,0.92,0.505,6.99716107277482e-09,"1","LMBRD2"
"CYSRT1",6.65689725565244e-13,0.705335610638222,0.761,0.275,7.03234626087124e-09,"1","CYSRT1"
"CHADL",6.75903777391795e-13,0.842856422470214,0.818,0.376,7.14024750436693e-09,"1","CHADL"
"CHCHD6",6.85451695403572e-13,1.01533776677868,0.932,0.633,7.24111171024333e-09,"1","CHCHD6"
"NDRG2",6.94999613415348e-13,1.18333346885421,0.875,0.509,7.34197591611974e-09,"1","NDRG2"
"ZNF343",7.05213665241899e-13,0.789072473412324,0.852,0.39,7.44987715961543e-09,"1","ZNF343"
"TP53I11",7.087663789207e-13,0.853425255108452,0.909,0.486,7.48740802691827e-09,"1","TP53I11"
"NBEAL2",7.12763181809350e-13,0.90747054219522,0.92,0.472,7.52963025263398e-09,"1","NBEAL2"
"GDF15",7.37632177560954e-13,1.14741683339643,0.898,0.523,7.79234632375392e-09,"1","GDF15"
"MRPS14",7.4584782794318e-13,0.852633113367705,1,0.835,7.87913645439176e-09,"1","MRPS14"
"CDS1",7.48290318597356e-13,0.90670626297021,0.92,0.477,7.90493892566246e-09,"1","CDS1"
"USP43",7.54285522930331e-13,0.458116086255163,0.761,0.294,7.96827226423602e-09,"1","USP43"
"ZHX1-C8orf76",7.54507567535256e-13,1.0010880924628,0.989,0.807,7.97061794344245e-09,"1","ZHX1-C8orf76"
"WDR62",7.54951656745106e-13,0.59826310010291,0.977,0.463,7.9753093018553e-09,"1","WDR62"
"DTX3L",7.84927678409986e-13,0.988259971894895,0.966,0.794,8.29197599472309e-09,"1","DTX3L"
"PPM1N",7.91811061162662e-13,0.892957493737635,0.841,0.394,8.36469205012236e-09,"1","PPM1N"
"KLHDC9",7.97584220890712e-13,0.979764817002126,0.92,0.45,8.42567970948949e-09,"1","KLHDC9"
"PLK1",7.98028310100563e-13,0.5539625322785,0.943,0.436,8.43037106790234e-09,"1","PLK1"
"STK39",8.11573031000989e-13,1.13080800498759,0.955,0.624,8.57345749949445e-09,"1","STK39"
"TTF2",8.16235967704415e-13,0.670505403406515,0.977,0.532,8.62271676282944e-09,"1","TTF2"
"ZNF446",8.19566636778291e-13,0.995722406444479,0.955,0.578,8.65790195092586e-09,"1","ZNF446"
"PPP4C",8.28448420975292e-13,0.706988295446736,1,0.986,8.75172911918298e-09,"1","PPP4C"
"F11R",8.34443625308268e-13,1.01946773770991,0.989,0.83,8.81506245775654e-09,"1","F11R"
"CDCA8",8.35331803727968e-13,0.392110775799099,0.943,0.394,8.82444517458225e-09,"1","CDCA8"
"PDXDC1",8.35775892937818e-13,0.878814238136068,1,0.945,8.82913653299511e-09,"1","PDXDC1"
"NMRK1",8.44435632529894e-13,0.913985313776123,0.864,0.358,8.9206180220458e-09,"1","NMRK1"
"DNMT3A",8.67972360651947e-13,1.06466923878247,0.955,0.67,9.16926001792717e-09,"1","DNMT3A"
"COPA",8.81739126157299e-13,0.690555297445913,1,0.982,9.31469212872571e-09,"1","COPA"
"ATP8B1",8.8928864272475e-13,0.742738775615664,0.955,0.528,9.39444522174426e-09,"1","ATP8B1"
"DHRS13",8.94173624033101e-13,0.931990006379061,0.932,0.486,9.44605016428568e-09,"1","DHRS13"
"TOPBP1",9.01279051390702e-13,1.02120822929208,0.977,0.734,9.52111189889138e-09,"1","TOPBP1"
"REXO5",9.13935593871429e-13,0.739614256145524,0.886,0.376,9.65481561365777e-09,"1","REXO5"
"PARP9",9.25481913327530e-13,1.0995532672238,0.966,0.688,9.77679093239203e-09,"1","PARP9"
"ZNF418",9.30366894635881e-13,0.57234019351126,0.807,0.321,9.82839587493345e-09,"1","ZNF418"
"PYCR3",9.34807786734382e-13,0.967259193228623,0.989,0.729,9.87530945906201e-09,"1","PYCR3"
"GCAT",9.37694366598407e-13,0.795513903014962,0.932,0.472,9.90580328874557e-09,"1","GCAT"
"FAM229A",9.38804589623032e-13,0.659808796766011,0.75,0.257,9.91753168477771e-09,"1","FAM229A"
"SLC23A2",9.73443547991337e-13,0.808476083858095,0.943,0.61,1.02834576409805e-08,"1","SLC23A2"
"VRK2",9.9298347322474e-13,0.752289579852053,0.989,0.839,1.04898774111462e-08,"1","VRK2"
"ATXN7L1",9.99422766767566e-13,0.666586441114325,0.977,0.578,1.05579021081326e-08,"1","ATXN7L1"
"TMOD1",1.00786046175472e-12,0.822550664135927,0.864,0.404,1.06470379179768e-08,"1","TMOD1"
"URB2",1.01296748766799e-12,0.823258163141914,0.818,0.381,1.07009885397247e-08,"1","URB2"
"LYPD3",1.03006492224722e-12,0.897734599329635,0.92,0.486,1.08816058386196e-08,"1","LYPD3"
"KSR1",1.04516395538212e-12,0.935913848865614,0.795,0.335,1.10411120246567e-08,"1","KSR1"
"ITGB2",1.06026298851702e-12,0.357103280945749,0.75,0.28,1.12006182106938e-08,"1","ITGB2"
"BUB1",1.06492592522045e-12,0.72928511887592,0.92,0.399,1.12498774740288e-08,"1","BUB1"
"HR",1.06492592522045e-12,1.18392875956228,0.898,0.463,1.12498774740288e-08,"1","HR"
"C2CD4D",1.08446585045385e-12,0.927121920568945,0.682,0.202,1.14562972441945e-08,"1","C2CD4D"
"MLYCD",1.08446585045385e-12,0.718217930680344,0.875,0.422,1.14562972441945e-08,"1","MLYCD"
"CCNF",1.0884626533425e-12,0.686862964275804,0.92,0.528,1.14985194699102e-08,"1","CCNF"
"SNAP47",1.09157127781145e-12,0.852189647056883,0.989,0.904,1.15313589788002e-08,"1","SNAP47"
"ST14",1.10178532963801e-12,1.08046671300102,0.886,0.463,1.16392602222959e-08,"1","ST14"
"SLC40A1",1.13042908367333e-12,0.6999956768283,0.875,0.399,1.19418528399251e-08,"1","SLC40A1"
"MFNG",1.13575815419154e-12,0.885970057139556,0.534,0.128,1.19981491408794e-08,"1","MFNG"
"PLBD1",1.15418785640031e-12,0.772737233094426,0.966,0.651,1.21928405150129e-08,"1","PLBD1"
"ABCB8",1.15574216863479e-12,0.776266570216927,0.966,0.541,1.22092602694579e-08,"1","ABCB8"
