"gene","logFC_hyp","logFC_circ","score"
"MVB12B",-1.14254484371891,-0.662352530279987,1.8048973739989
"SSTR2",0.179991170286341,1.61916011019182,1.79915128047816
"POLR2J2-UPK3BL1",-1.78904387601825,-0.00805471838096938,1.79709859439922
"SLC3A1",0.673211905616075,1.12379486025566,1.79700676587173
"MPND",-1.51816674474429,-0.275996126102045,1.79416287084633
"PRKX",0.447938001137314,1.34243192710782,1.79036992824514
"NOL4L",1.68726906829957,0.102569735809899,1.78983880410947
"SLC1A2",1.15385143112501,0.635107591499287,1.7889590226243
"ABTB1",-1.18925831208734,-0.598253218991548,1.78751153107889
"HK2",1.4485189715841,0.337451442357978,1.78597041394207
"SLC16A6",1.50871965853298,0.276952031045101,1.78567168957808
"RFX3",-1.43912267802915,-0.343529247162693,1.78265192519184
"ZNF827",1.5657468470746,0.216804354138715,1.78255120121332
"DDTL",-1.64770640317697,-0.134231209081657,1.78193761225863
"CXCR5",-1.35784368570356,-0.423158376274316,1.78100206197787
"MMD",-1.39217277232873,-0.386274415647939,1.77844718797667
"ANKRD13B",1.04145604331466,0.736121139319537,1.7775771826342
"SPECC1L",-1.6068864454513,-0.170436452026493,1.77732289747779
"OAF",1.08964392311199,0.684235151836802,1.77387907494879
"PLEKHH1",1.73428513111076,0.0378847559703062,1.77216988708106
"ZFYVE9",1.2785047224841,0.492198609446327,1.77070333193043
"SINHCAF",1.62077059410555,0.148070099391442,1.768840693497
"ADNP2",1.57245347857674,0.195239138527742,1.76769261710448
"WDFY2",-1.69047466387659,-0.0736828957490343,1.76415755962563
"NOP9",1.65874619965212,0.104011080254645,1.76275727990677
"DUSP6",-0.768704122449263,-0.987628642451951,1.75633276490121
"ITGB2",-1.66469691181923,-0.0872760055301733,1.75197291734941
"SLC30A4",1.53270391957774,0.218864742379881,1.75156866195762
"TTC39A",1.68560420716105,0.0657452289871117,1.75134943614817
"SAPCD1",0.991870742111681,0.759161571216504,1.75103231332819
"ARHGAP30",-1.27946317748895,-0.471562818951059,1.75102599644001
"SERPINF1",1.11818478101799,0.631678828226879,1.74986360924486
"MCTS2",-1.44113261288853,-0.308650446699091,1.74978305958762
"C6orf141",0.788166204459579,0.959513473553375,1.74767967801295
"CPM",1.16897030195467,0.577928294210104,1.74689859616477
"PRSS53",1.72048071990311,0.0244780778877478,1.74495879779085
"HACD4",1.03238899585577,0.70867231597219,1.74106131182796
"UBTD2",1.31138853091447,0.429561573961104,1.74095010487558
"IQCK",1.62480771103798,0.115351628133808,1.74015933917179
"CD27",1.350702484437,0.388604089445832,1.73930657388284
"ARHGEF10L",1.48757079860962,0.251406498625929,1.73897729723555
"TMEM150C",0.956276219590497,0.778888999487572,1.73516521907807
"GALNT3",1.47437675533865,0.260755704436798,1.73513245977545
"BGLAP",-0.801443691794732,-0.932465240654945,1.73390893244968
"DLEC1",1.60076749949667,0.132880009830753,1.73364750932743
"FRK",1.17287734467231,0.560761906704709,1.73363925137702
"AGR2",1.69872144578125,0.0336398606307871,1.73236130641204
"ARL10",1.56340361774954,0.168919377385805,1.73232299513535
"RASSF2",1.03205790987562,0.699468420596161,1.73152633047179
"RPS6KL1",-1.30987464135576,-0.421415870702038,1.73129051205779
"ZBTB3",1.39137945623336,0.338092650012482,1.72947210624584
"FAM151B",1.72726319916844,0.00145158932592704,1.72871478849437
"BFSP1",1.65988521484773,0.0687810571031897,1.72866627195092
"MEST",1.50068364541708,0.227349662965023,1.7280333083821
"LYRM9",1.67836607065628,0.0448407274548526,1.72320679811113
"HMOX1",-1.18173797397841,-0.533867494128359,1.71560546810677
"ABCC3",1.06720557471826,0.645605620983917,1.71281119570217
"PLA2G4B",1.20177628989921,0.510008740421179,1.71178503032039
"NEURL2",-1.05140988615708,-0.660189658842152,1.71159954499924
"MYO6",1.31206731832407,0.398638847715108,1.71070616603918
"CRLF1",1.06470282133171,0.640819886150109,1.70552270748182
