"gene","logFC_hyp","logFC_circ","score"
"ATRX",0.853823776020795,0.128757166525503,0.982580942546299
"LMF1",0.949965303799888,0.0325417813683924,0.98250708516828
"BTBD6",0.546970317308476,0.434927336519762,0.981897653828238
"CLPSL2",0.785961781992775,0.194745712568303,0.980707494561079
"ERCC5",-0.825258785023007,-0.154911866724653,0.98017065174766
"WWOX",-0.817552237147434,-0.161751592592682,0.979303829740116
"RBAK",-0.621914467740914,-0.356978084134635,0.97889255187555
"LAMP2",0.697895539541646,0.280352687056174,0.97824822659782
"UBE2H",0.82925029044584,0.148903278761315,0.978153569207155
"RPS17",0.953362259199908,0.0243644801678329,0.97772673936774
"ZMYM6",0.78679888077248,0.190868033927905,0.977666914700384
"RAPGEF6",0.742694140624422,0.23491452656045,0.977608667184872
"AFTPH",0.749085401999618,0.228409995355769,0.977495397355386
"LUC7L2",0.896326040250538,0.0810818110561797,0.977407851306718
"PDZD2",0.697139673668103,0.279991154348471,0.977130828016573
"CCNL1",0.853096588306962,0.123812261878616,0.976908850185578
"GTF2I",0.752478476918522,0.224404778036172,0.976883254954694
"AARS2",0.575878804188817,0.400758965037071,0.976637769225889
"WDR83",-0.941640411057591,-0.034297170608113,0.975937581665704
"CUL9",-0.553208037598386,-0.422219522903877,0.975427560502264
"EID2B",-0.220262771807791,-0.75514978250855,0.975412554316341
"PTPN3",0.581524060248408,0.393613223738833,0.975137283987242
"BROX",0.71790752358023,0.25658947248685,0.974496996067081
"IDH2",0.786224953597737,0.187868626387331,0.974093579985069
"GRIPAP1",0.907901211108449,0.0657285639237424,0.973629775032192
"ABHD15",0.9517250538715,0.0213147243637266,0.973039778235227
"PDK2",-0.80036458733134,-0.172633489578972,0.972998076910312
"STAMBPL1",-0.557605690605608,-0.415224797817192,0.9728304884228
"MLX",-0.794883152983559,-0.177820387088641,0.9727035400722
"PIK3CB",0.57762781249094,0.394913607893947,0.972541420384887
"KIF16B",0.815455534350773,0.157001674135504,0.972457208486277
"ERMAP",0.82858066082847,0.143258760474837,0.971839421303307
"PIP5K1A",0.782343009261038,0.189256461525513,0.971599470786551
"KRT19",0.830308684353968,0.141044252098256,0.971352936452224
"NFKB2",0.526413744634968,0.444251009945565,0.970664754580532
"EIF2A",0.719839242725845,0.250653594440245,0.97049283716609
"SLC38A6",0.715004750284846,0.254882418561494,0.96988716884634
"SULT2B1",0.954758915363535,0.0147057703474687,0.969464685711004
"ARHGEF3",0.705233936117161,0.263107152897703,0.968341089014864
"PDIA5",0.812294434870908,0.156025803033636,0.968320237904543
"SPRED2",-0.214918017319893,-0.753168891361913,0.968086908681807
"CNOT6",0.532844810837756,0.435188153713607,0.968032964551363
"HIVEP2",-0.80054730703991,-0.166692353997145,0.967239661037055
"KDSR",-0.966400836984614,-0.000595064554040459,0.966995901538655
"RNF214",0.803721660155286,0.163241970665491,0.966963630820778
"CYP51A1",0.626983850927993,0.339978735518564,0.966962586446557
"SLC43A2",0.698014594352524,0.268861822827965,0.966876417180489
"BRAF",0.89655366806962,0.0699403812565036,0.966494049326124
"TMEM192",0.779632420705387,0.186454693824981,0.966087114530368
"FASTKD3",-0.908547669589927,-0.0563375893014211,0.964885258891348
"MAML1",0.712980705090544,0.251561201210154,0.964541906300697
"PKNOX1",0.769447221322989,0.194589406543861,0.96403662786685
"KCNK6",0.74381382798032,0.219848508751415,0.963662336731735
"SMYD3",-0.689450522034546,-0.274117100879695,0.963567622914241
"EPS8",0.616258139270959,0.34422262513496,0.960480764405919
"SCARB2",0.917703552624378,0.042269822284096,0.959973374908474
"TMEM62",0.904181975592086,0.0556916017881699,0.959873577380256
"CTF1",-0.547860487042733,-0.411683780224745,0.959544267267478
"PHETA2",-0.741698413301442,-0.217682024243445,0.959380437544887
"ABCG1",0.743165334821989,0.215402716381398,0.958568051203387
"LYRM1",-0.820089236756109,-0.137881895017829,0.957971131773939
"RNF19B",0.413113772862905,0.544005639920081,0.957119412782986
"CTNND1",0.78851264272989,0.168352276202167,0.956864918932056
"SP3",0.905930753304821,0.0509011689199665,0.956831922224787
"COXFA4L3",0.653353218514017,0.303465283327434,0.95681850184145
"ATG16L1",0.8919526396799,0.0648553925105473,0.956808032190447
"FAM120A",0.933336192913656,0.023234387413563,0.956570580327219
"NAA40",0.926444603091189,0.0299388775775586,0.956383480668748
"ZBTB24",0.374135409344978,0.581211237315715,0.955346646660693
"THOC2",0.675932510132056,0.279373713183745,0.955306223315802
"RND1",0.759885744871498,0.19416118870003,0.954046933571528
"PCNX1",0.44324811096617,0.510353652997772,0.953601763963942
"INTS1",0.872901898382701,0.080593056193873,0.953494954576574
"ALDH1B1",0.902811889639835,0.0506631561938899,0.953475045833725
"TNS2",-0.513966975577175,-0.439006922611863,0.952973898189038
"TRAPPC6B",-0.744313774551137,-0.208604277958464,0.952918052509601
"CIAPIN1",-0.937013870663879,-0.0148087429514652,0.951822613615344
"MYB",0.638452335240236,0.312845751300913,0.951298086541149
"SOX12",0.82108420119568,0.129570845332177,0.950655046527857
"MED13",0.838373122903254,0.111368321198379,0.949741444101633
"CDHR3",-0.800205714263016,-0.149172918034404,0.94937863229742
"MDN1",-0.895662133544811,-0.0535836316866494,0.949245765231461
"SNRK",-0.754438791152666,-0.194621863879489,0.949060655032155
"APOL2",0.575897441989132,0.372674603629595,0.948572045618727
"RBFA",-0.545621118210512,-0.402771457641715,0.948392575852227
"CCDC85B",-0.799241603445971,-0.149105197221672,0.948346800667643
"GULP1",-0.813995850611405,-0.133476390034282,0.947472240645687
"FOS",-0.189405137284981,-0.758051543566779,0.94745668085176
"CLCN3",0.535105650449377,0.412263466359377,0.947369116808754
"MYLIP",0.127222287273519,0.820090958719141,0.94731324599266
"SLC12A4",-0.699983919513029,-0.247150607929628,0.947134527442657
"STN1",-0.790884502878858,-0.155745717975564,0.946630220854422
"CTR9",-0.943294852044946,-0.00287598223640373,0.94617083428135
"MAPK10",0.637810662073397,0.307927973361607,0.945738635435004
"SLC25A36",0.691680221660285,0.253992850139644,0.945673071799929
"ST6GALNAC4",0.741830411519714,0.202116696886415,0.943947108406129
"RFNG",-0.872888677185184,-0.0708033487466011,0.943692025931786
"NCK1",0.733060620082277,0.210594006078391,0.943654626160668
"SLC25A28",0.225656040489825,0.717966293206583,0.943622333696408
"RUNX1",0.526125672420114,0.417193030526603,0.943318702946716
"SLC25A33",0.89661101492973,0.0466669391956538,0.943277954125384
"MTFR1L",-0.735078909114116,-0.208129525889422,0.943208435003538
"COPS7B",0.566133673758865,0.376625103177292,0.942758776936157
"KDM4C",-0.512195306283461,-0.430472408061397,0.942667714344857
"RRP36",-0.709536162619907,-0.23268765361185,0.942223816231757
"PLS1",0.87112788234585,0.0709609719449538,0.942088854290804
"CHMP4B",0.355119616002344,0.586810998037919,0.941930614040263
"OSBP",0.584119885517187,0.357734332549798,0.941854218066985
"IP6K1",-0.764443508562581,-0.177351190930787,0.941794699493368
"ATP8B2",0.00555410143697654,0.935019697159283,0.94057379859626
"PKN3",-0.912296188354316,-0.0280861693584171,0.940382357712733
"SHANK2",0.765276067934286,0.175081250089267,0.940357318023553
"C6orf120",0.935975267743913,0.00431372459503709,0.94028899233895
"ZNF559-ZNF177",-0.678791400553298,-0.26145009808102,0.940241498634318
"TEN1",-0.696302171506289,-0.243908485425266,0.940210656931556
"CARS1",0.881149871798674,0.0589000523402392,0.940049924138913
"FBXO16",-0.787457466907713,-0.151935811931629,0.939393278839343
"GNPNAT1",0.853501381516148,0.085829984095299,0.939331365611447
"DUSP18",-0.645615386506939,-0.293125562008309,0.938740948515248
"DNAJC25",0.540897065387905,0.397493775364185,0.93839084075209
"ARHGAP42",0.449075874128002,0.48840084493543,0.937476719063432
"PAM16",0.79142868598414,0.145460609312217,0.936889295296358
"ZNF846",0.1079583224669,0.828334482779165,0.936292805246065
"LIMD2",-0.285482650575744,-0.649802867701496,0.935285518277241
"GLUL",0.60045791795575,0.334448156070087,0.934906074025837
"FRAT2",0.775096667764239,0.159551363494542,0.934648031258782
"C6orf62",0.266761707679481,0.667397309796632,0.934159017476113
"LRRC75B",-0.53120149574848,-0.402697307002328,0.933898802750808
"PPAN-P2RY11",0.887139264506886,0.046621570420986,0.933760834927872
"FAXC",0.660652911903677,0.272976819321103,0.93362973122478
"INPP4B",0.57671521893001,0.356632483298048,0.933347702228058
"EBLN2",0.712278440375113,0.221048235739425,0.933326676114538
"ZNF776",0.88395679762154,0.0490651185122868,0.933021916133827
"NCOA1",0.543402035400836,0.389599706919778,0.933001742320613
"ESRRA",0.6342050084461,0.298584885317709,0.932789893763809
"ZNF700",0.504291234972221,0.428026345222513,0.932317580194734
"KLF13",0.303071134995694,0.629140716800215,0.932211851795909
"UFL1",-0.712377547524704,-0.219541040444579,0.931918587969283
"STXBP4",0.782369510432234,0.149114137323742,0.931483647755976
"TMEM140",0.541313558095269,0.390019849921575,0.931333408016844
"RLIM",0.691865585536724,0.23915249024183,0.931018075778555
"DNAJA3",0.740258925043771,0.190448995419152,0.930707920462923
"RANGAP1",-0.888184919741829,-0.0417523779432223,0.929937297685052
"PLPPR2",-0.462160794379813,-0.46763509196304,0.929795886342853
"FRS2",0.730651917394426,0.19875172706482,0.929403644459247
"UNC13B",0.875379220309687,0.053707216647509,0.929086436957196
"MUTYH",0.756444520347618,0.172632199615705,0.929076719963324
"XXYLT1",0.689303726750215,0.239565201620074,0.92886892837029
"CEP41",0.600788388040127,0.327232469643934,0.928020857684062
"CTSD",0.374167116373853,0.553831290361487,0.927998406735339
"SLC35A3",0.620855166072493,0.306354547835873,0.927209713908367
"TIMP2",-0.535065023765954,-0.392091193395409,0.927156217161362
"JARID2",0.543270051858937,0.383630583614972,0.926900635473909
"ANKZF1",0.917811386411062,0.0089022637192393,0.926713650130301
"PHF23",-0.701067564574184,-0.224726833295729,0.925794397869913
"ZBTB11",0.902301155659277,0.0225344124788278,0.924835568138105
"BBS2",0.606562043335892,0.317946046429928,0.924508089765821
"MX1",0.819230638675863,0.105214011829718,0.92444465050558
"GLIPR1",0.470916775863146,0.453423134994132,0.924339910857278
"ZNF841",0.60313497424732,0.32101942826959,0.92415440251691
"BNIP2",0.742560430736615,0.18150971138165,0.924070142118265
"TRAF6",0.650793178553501,0.273023259342498,0.923816437895999
"ZFP36",-0.0858064163412235,-0.837558892924774,0.923365309265997
"LPIN2",-0.902091705893943,-0.0193020601646525,0.921393766058595
"COX11",0.814086594728939,0.107140675113267,0.921227269842205
"E2F4",-0.617029352622779,-0.304005515443492,0.921034868066271
"TRMT61A",-0.693433824745067,-0.227457775002952,0.920891599748019
"P2RX4",0.802911467699409,0.117954957202782,0.920866424902191
"ZBTB47",-0.406625669988208,-0.513651348374265,0.920277018362473
"BAP1",-0.789513136666089,-0.130722572164878,0.920235708830967
"PPAT",0.710423878422619,0.209352587685923,0.919776466108543
"GTF2H3",0.83764181011361,0.0818801664696078,0.919521976583217
"HSF4",-0.601211821968223,-0.317857969399146,0.919069791367369
"CLU",0.796600225636543,0.121798163213645,0.918398388850188
"SHMT1",0.373392082840467,0.544963896078813,0.91835597891928
"TRIM14",0.783372426124391,0.134945237716091,0.918317663840482
"PTPN18",0.868862802781422,0.048945933949013,0.917808736730435
"PNPLA4",0.90081970439098,0.0169122748433326,0.917731979234313
"NUAK2",0.719402058124117,0.198163853077073,0.917565911201189
"TEPSIN",-0.363913227273588,-0.553423870337331,0.917337097610919
"TDRD7",0.885454326441403,0.0311360119671562,0.91659033840856
"IRGQ",0.835898813184823,0.0805452610009896,0.916444074185813
"ITPRIPL2",0.905701838326926,0.0100285489388474,0.915730387265774
"ARL5B",0.651760292318789,0.263635216832821,0.91539550915161
"CCHCR1",-0.807377955117665,-0.10801046046891,0.915388415586575
"SGK3",0.763642761314812,0.151389636438877,0.915032397753688
"ATR",0.655014657728745,0.259471195318098,0.914485853046843
"GNB2",-0.665862410273706,-0.248555645188775,0.914418055462481
"SHROOM1",0.762121109239524,0.151092996412146,0.91321410565167
"MLF1",-0.446454773808899,-0.466610166416908,0.913064940225807
"ATL2",0.277499213798245,0.634720317654323,0.912219531452569
"CDC50A",0.571178461630762,0.341035531161559,0.912213992792321
"EFR3B",0.758767591057395,0.152859986108362,0.911627577165758
"CXXC1",-0.772751263791636,-0.13828576772206,0.911037031513696
"POP4",-0.746578061245983,-0.164153357275165,0.910731418521148
"SLC16A5",-0.351960386047772,-0.558155240971323,0.910115627019096
"RANBP6",0.524520892692376,0.385498010607636,0.910018903300013
"AGO3",0.66268421499181,0.247218260509385,0.909902475501194
"PDLIM7",-0.525222227054333,-0.384421730274364,0.909643957328697
"LRRTM2",0.377685025945509,0.531295542904543,0.908980568850052
"ARHGAP35",0.624059841194521,0.284355881238954,0.908415722433475
"SLC35G2",-0.82550841693056,-0.0816386626247709,0.907147079555331
"ZNHIT6",0.834030597964213,0.0730673186340107,0.907097916598224
"ACOT2",-0.642562582718913,-0.263915089620141,0.906477672339054
"RPP25L",-0.429230867351079,-0.476226815480675,0.905457682831755
"NHERF1",0.671173763897625,0.234176670831838,0.905350434729463
"ZNF90",-0.136814757805499,-0.76821050413333,0.905025261938829
"PDP1",0.865859037087621,0.0391438415169736,0.905002878604594
"GOLGB1",0.650794165535596,0.25381159019885,0.904605755734446
"TMEM181",0.397467663247644,0.507022146942635,0.904489810190278
"ZNF844",0.145459134091579,0.757807889836446,0.903267023928024
"PNPLA7",-0.788971937058748,-0.113952672105456,0.902924609164203
"EGLN1",0.442587327585608,0.459991010162215,0.902578337747823
"IL17RB",-0.830491556009169,-0.071490989899738,0.901982545908907
"DPP3",0.610972301740618,0.289903249197133,0.900875550937751
"ZC3H6",-0.622958068240232,-0.277491316020449,0.900449384260682
"CSNK1G2",0.889352463395763,0.00975493698811913,0.899107400383882
"EXOSC1",-0.809378900667194,-0.0891959720604056,0.8985748727276
"ABCE1",0.37619771064638,0.522261667977978,0.898459378624358
"BRWD1",0.707739631285524,0.190356186296756,0.89809581758228
"SBNO2",0.675591210408574,0.22232408085849,0.897915291267064
"POLR1D",-0.471686934877408,-0.426193706912676,0.897880641790084
"TGIF2-RAB5IF",0.712599903000777,0.184946093543163,0.897545996543939
"CSTF2",-0.693365432312035,-0.203957816425434,0.897323248737468
"DHRS1",-0.435548316864698,-0.461014663432938,0.896562980297635
"TFRC",0.432946334289913,0.463420733333079,0.896367067622992
"ZNF484",0.85145922447515,0.0447721093516869,0.896231333826836
"WASHC2C",0.735109556962492,0.160759139417156,0.895868696379648
"TMEM68",0.691286630130591,0.203777993531637,0.895064623662228
"NBPF11",0.761554530151859,0.13328405930773,0.894838589459589
"SLC39A11",0.553580082534975,0.341155749425272,0.894735831960247
"RIMOC1",0.799205575434733,0.095409791223132,0.894615366657865
"PFKP",0.659400476509016,0.233850951243783,0.893251427752799
"CASD1",0.722900818256276,0.170241364535993,0.893142182792269
"MAP3K9",0.607862732439793,0.285178893299438,0.893041625739231
"SH3YL1",0.644532352910251,0.248117140432695,0.892649493342947
"LCMT1",0.63777840445764,0.254576219785378,0.892354624243017
"TBRG4",-0.812142232638058,-0.0801286499200984,0.892270882558156
"HIBCH",0.80194202135482,0.0896611915521874,0.891603212907007
"MICAL3",0.447728650844425,0.443814504085187,0.891543154929612
"NUDT16",-0.764766036689505,-0.125569903450194,0.890335940139699
"PUS10",-0.488726617431064,-0.401560872342763,0.890287489773826
"ST7L",0.650101549066177,0.239114314605889,0.889215863672066
"ECPAS",0.486479249061691,0.402612136955322,0.889091386017014
"WARS2",0.856890091634645,0.0320262610038693,0.888916352638514
"RALGAPB",0.711301143345547,0.177465487025078,0.888766630370625
"TXLNG",0.773262251338956,0.115450402771012,0.888712654109968
"NUDT19",0.360204182427132,0.528363273197822,0.888567455624954
"ELAC2",-0.861063122274361,-0.0274454518525573,0.888508574126918
"IRF2BP2",0.676669353657511,0.21171919369596,0.888388547353471
"MAGI1",0.752051990176942,0.136205341785012,0.888257331961955
"CYTH1",0.53861697065839,0.34872995818464,0.88734692884303
"SAMD4B",0.82687818153899,0.0604033144386165,0.887281495977606
"TFB1M",0.179195091401081,0.707849331372696,0.887044422773777
"CCDC30",0.176633807477162,0.710039883840802,0.886673691317964
"TMEM265",0.765257245648031,0.121039785843418,0.886297031491448
"STAG2",0.558006034793174,0.328154593995455,0.886160628788629
"HDDC2",0.847592149844206,0.0385099111816487,0.886102061025855
"MSI2",0.867780397686207,0.0179909876418134,0.885771385328021
"NCK2",0.222306636611146,0.663104851970408,0.885411488581553
"ALAD",0.612912779155145,0.272357598380708,0.885270377535853
"RAP1A",-0.653639220800248,-0.231578222437955,0.885217443238204
"CCT6B",-0.474635448229743,-0.410484729244824,0.885120177474566
"TMEM214",-0.657922100712159,-0.226668693631429,0.884590794343588
"ZNF761",0.518684211426582,0.365082196646585,0.883766408073167
"USP53",0.85023489955771,0.0328024436928347,0.883037343250544
"DKK3",0.640268357656705,0.241925938212815,0.882194295869519
"ZNF404",0.552837454382441,0.32904857844858,0.881886032831021
"MOB2",-0.444288628730357,-0.43752969649693,0.881818325227287
"PARG",-0.43572843461,-0.444989061395057,0.880717496005057
"PPP1R18",0.818914109049066,0.0617551242451746,0.88066923329424
"NIBAN1",0.651002693928795,0.229607266683503,0.880609960612298
"GRB10",0.858246906979134,0.021121503282397,0.879368410261531
"PSD",-0.636334663118044,-0.242760499231828,0.879095162349872
"BRD8",-0.738425417964675,-0.140029790503122,0.878455208467797
"DFFA",-0.709972218031046,-0.16557898256073,0.875551200591776
"RECQL4",0.757153209100373,0.118196252075938,0.875349461176311
"PRPF38A",0.621034735328232,0.253892730143461,0.874927465471693
"ZNF135",-0.626002426483728,-0.247689721693315,0.873692148177043
"FLVCR2",-0.717177191414478,-0.15602935918855,0.873206550603028
"CHMP6",-0.795985204088695,-0.0770164496966252,0.87300165378532
"AIFM1",0.673053977331104,0.199592379261326,0.87264635659243
"CREB1",0.699973697335486,0.172533670080192,0.872507367415678
"MTERF1",0.779340124315309,0.0927287939738095,0.872068918289118
"ACSBG1",0.577110116305432,0.294639787704771,0.871749904010203
"RPL28",-0.531233326550289,-0.340363689352748,0.871597015903038
"TRPM4",0.788946480662345,0.0826054988946945,0.871551979557039
"STXBP5",-0.504655221846403,-0.366854069672649,0.871509291519053
"UQCRC2",0.804984608908547,0.0664145340057472,0.871399142914294
"RBMS1",-0.610456280308531,-0.260409441703397,0.870865722011928
"GHDC",-0.692403487294626,-0.17826980837466,0.870673295669286
"NUP42",0.441042595418499,0.427737513033109,0.868780108451608
"RPS6KB1",0.420972500743428,0.4477396342726,0.868712135016028
"ZNF275",0.253511063192996,0.614891890449439,0.868402953642436
"MOSMO",-0.612649046777039,-0.255622627040282,0.868271673817322
"ZNF217",0.626665470239238,0.241474254540496,0.868139724779733
"NR2F2",0.662678207182709,0.20495535921386,0.867633566396569
"RIT1",0.506659083091749,0.360851806963172,0.867510890054921
"RNF169",0.0644980732133025,0.802511296619012,0.867009369832315
"RIPK1",-0.708827314375557,-0.158066862674989,0.866894177050546
"SH3D19",0.712533210922401,0.154298162208774,0.866831373131175
"CLN5",0.717799361915215,0.14902504578269,0.866824407697904
"DYRK4",0.556963148226689,0.309516044223156,0.866479192449845
"BAG3",-0.707495865568338,-0.158921507021874,0.866417372590212
"LRRC42",0.791547340313945,0.0745568799643692,0.866104220278315
"EIF2S3",0.464751930659872,0.401275919821786,0.866027850481657
"ZNF621",0.743145675898476,0.122397160093201,0.865542835991677
"GM2A",0.674726964554032,0.190061670886942,0.864788635440975
"ZMAT3",-0.49703901583243,-0.367308594721459,0.864347610553888
"RPUSD1",-0.406845798051829,-0.457132694396813,0.863978492448641
"FCSK",-0.604184618413081,-0.259762113640117,0.863946732053198
"AQP3",0.338236725559293,0.525558974311344,0.863795699870637
"USP32",0.664191130353009,0.199578886067967,0.863770016420976
"TMEM117",0.367580060627494,0.496161797873874,0.863741858501368
"PHLDB3",-0.421568167426078,-0.442108485289356,0.863676652715434
"NCKAP1",0.352202935987592,0.510603254077662,0.862806190065254
"NLN",0.793037149990235,0.069596397975642,0.862633547965877
"TNS4",-0.215755960842475,-0.646595182721313,0.862351143563788
"SNRPA",-0.72018210135004,-0.142032657838082,0.862214759188122
"REXO4",0.532368058705781,0.329820712968072,0.862188771673853
"MAFG",0.363922895677017,0.49814860882216,0.862071504499177
"ZBED5",0.748540611483227,0.113340047418634,0.861880658901862
"ZC3H4",0.646664989636794,0.21472978337918,0.861394773015974
"DUSP11",0.322729419626119,0.538164779510828,0.860894199136947
"TSR1",0.537007809716908,0.323634646721453,0.860642456438361
"SNF8",-0.719814862179482,-0.140597314053302,0.860412176232784
"CARF",-0.763108472486195,-0.0971921790447035,0.860300651530899
"USP37",0.80775185191078,0.0522941892441398,0.86004604115492
"TRMT6",-0.765697539143042,-0.0943324619652826,0.860030001108324
"SYS1",-0.608433255361183,-0.251364853037514,0.859798108398697
"PYCR2",-0.32920061896222,-0.530540839549254,0.859741458511475
"RHBDD1",0.461142555058665,0.398537876883768,0.859680431942433
"ANXA11",-0.817598553201828,-0.0416081134345125,0.85920666663634
"ARHGAP21",0.216385806900482,0.642802266587045,0.859188073487527
"VPS13C",0.693851710775476,0.165118809524289,0.858970520299764
"PAN3",0.292923926718179,0.565976446677089,0.858900373395267
"MYC",0.794595143957764,0.0641081731088597,0.858703317066624
"CENPB",0.582320041349883,0.276103181687268,0.858423223037151
"CEP120",0.338099894829045,0.519938314748932,0.858038209577977
"RAP2B",0.793608253121875,0.06397749414805,0.857585747269925
"SEPSECS",0.299767642744597,0.557543223931192,0.85731086667579
"JPT2",0.657030211297818,0.199888306925559,0.856918518223377
"DERA",-0.722778324530377,-0.134089066519183,0.856867391049559
"TMEM127",-0.810684389395584,-0.0456997544541506,0.856384143849735
"ACTR8",-0.82147821406908,-0.0347801156257921,0.856258329694872
"RHOQ",-0.662082094693795,-0.194014153670455,0.85609624836425
"HSD17B4",0.832935095586089,0.022623159721483,0.855558255307572
"VSIR",-0.785434262824212,-0.069815566364519,0.855249829188731
"DDX49",0.532984644691573,0.322120533961714,0.855105178653287
"SMPDL3B",0.489945800372589,0.365095850419292,0.855041650791882
"HIP1R",0.799814569223099,0.0543395630967716,0.854154132319871
"LACTB",0.264706530908208,0.589311009976146,0.854017540884353
"ISCA1",0.795820331816628,0.0576591016828836,0.853479433499511
"HEATR6",0.518471812121796,0.334600721472425,0.853072533594221
"PIGL",-0.536456461716722,-0.316504425284303,0.852960887001024
"USP3",0.766275236563478,0.0864000503875708,0.852675286951049
"HINT2",-0.801523944543421,-0.0504771371988131,0.852001081742234
"MBOAT1",0.167082866483587,0.684713379853324,0.851796246336911
"RNF121",0.848281084778913,0.00266006746225322,0.850941152241166
"HLA-DMA",0.248785865736795,0.601936437725567,0.850722303462362
"GID8",0.753053264420378,0.0976248074559605,0.850678071876339
"ZFYVE16",0.450140579683749,0.400530364525427,0.850670944209176
"PHF8",0.8448959174485,0.00576847552561421,0.850664392974114
"POLE2",0.703565726835931,0.146538854588073,0.850104581424004
"MFAP2",0.684718583169847,0.165223452092083,0.84994203526193
"SETD4",0.811943093344604,0.0377929420859631,0.849736035430567
"RSKR",-0.459200109081207,-0.390121258430632,0.849321367511839
"PIGU",-0.657837123847852,-0.190440268464119,0.848277392311971
"CSNK2B",-0.57286783230629,-0.274495351810321,0.847363184116611
"HOXB2",0.620376041703951,0.22624347951671,0.846619521220661
"GRPEL2",0.529041894350608,0.316924770128236,0.845966664478844
"ANKRD12",0.258321748591168,0.587361034217095,0.845682782808264
"RERG",0.73295711346467,0.112363272476437,0.845320385941106
"KITLG",0.370379097559285,0.474852063792563,0.845231161351848
"TAS2R14",-0.783280226010629,-0.0617523138589977,0.845032539869627
"DEXI",0.671553187741013,0.172936382921521,0.844489570662534
"ZNF550",-0.765250955087061,-0.0789265902122764,0.844177545299337
"MAP3K10",0.032444786537682,0.811175230218707,0.843620016756389
"PUDP",-0.416042264511835,-0.427529250829489,0.843571515341323
"GOPC",-0.453185662179248,-0.390295572731805,0.843481234911053
"NAAA",0.812417593166564,0.0310357221717972,0.843453315338361
"ADH5",0.703014602564034,0.140384003285079,0.843398605849113
"LHFPL5",0.793339874509956,0.0499010461988978,0.843240920708854
"PASK",0.787952551319752,0.0549954159036452,0.842947967223397
"HES1",-0.427580916350704,-0.415210822384484,0.842791738735188
"CDKAL1",0.562230366426866,0.280105108176024,0.84233547460289
"SGSM2",0.697842776902076,0.144350539559301,0.842193316461376
"PARD3",0.629643510717016,0.212436367759051,0.842079878476067
"CEP131",0.729561237398098,0.11219593789586,0.841757175293959
"TMEM161B",-0.69550597665617,-0.145741031008007,0.841247007664177
"FOSL2",0.408923237115126,0.432312745158616,0.841235982273743
"STX4",-0.563552026337876,-0.277510044689127,0.841062071027003
"ZNF510",0.370126949386124,0.470310657633239,0.840437607019363
"ZNF726",0.70107390335233,0.13901782090333,0.84009172425566
"CHST12",-0.779373792450559,-0.0600032028847219,0.839376995335281
"SCCPDH",0.547426425570808,0.291865141562337,0.839291567133145
"VAV2",0.827309531084278,0.0119479416568096,0.839257472741087
"DGAT2",-0.829356397047551,-0.0098709489667419,0.839227346014293
"GTF2H2C",-0.825184663808416,-0.0132253668804515,0.838410030688867
"HYCC2",0.477497590223043,0.360233314681004,0.837730904904047
"ACD",-0.625315006805211,-0.212311388184736,0.837626394989948
"MICALL1",0.531771463220546,0.305650998532644,0.83742246175319
"TDRKH",-0.713810300251844,-0.123432975810183,0.837243276062027
"CARD19",-0.721130882674994,-0.116037686922824,0.837168569597818
"DCTD",-0.687444003156223,-0.149104397911276,0.836548401067499
"CASP8AP2",-0.817098694698843,-0.0192978578905589,0.836396552589402
"PPIH",-0.781002512699208,-0.0552737636130853,0.836276276312293
"ZNF439",0.427900181711111,0.408019728261961,0.835919909973072
"ZMYM1",-0.603146098401736,-0.232736292632381,0.835882391034117
"BCL9L",-0.343534734455077,-0.49224969054432,0.835784424999397
"RASSF7",0.531856753582185,0.303837698204224,0.835694451786409
"EFHC1",0.526568368077593,0.309083902553851,0.835652270631444
"MROH8",-0.807050049799317,-0.028287622673167,0.835337672472484
"ZNF134",0.521957652317774,0.313328400954607,0.83528605327238
"ZHX1",0.702962017837383,0.132109887890634,0.835071905728017
"ZDHHC6",0.515303847623191,0.319764680343931,0.835068527967123
"OSTF1",0.765804994088258,0.0685341881990835,0.834339182287342
"STK24",0.609637560096109,0.224549640909342,0.834187201005451
"VEZT",0.630610692836864,0.203337272692862,0.833947965529727
"TRUB1",0.82981280989211,0.00390993878823753,0.833722748680347
"EGFL7",0.715085591941093,0.117591686205248,0.832677278146341
"C7orf25",0.437260790033912,0.395185722663907,0.832446512697819
"TTC4",0.797244099318821,0.0343561842029487,0.83160028352177
"NKIRAS1",0.674129648406677,0.157378286384082,0.831507934790759
"CNOT10",0.532517897945635,0.298760306544063,0.831278204489697
"NISCH",-0.625502097174544,-0.205349296251351,0.830851393425895
"MOV10",0.471414259587907,0.359289267099974,0.830703526687881
"MCM9",0.648320274366597,0.182175635364213,0.830495909730809
"GPR160",0.758362485687452,0.0717163342528062,0.830078819940258
"TM2D2",0.514784465516879,0.315008958861553,0.829793424378432
"EOGT",-0.593041462912546,-0.23666010728599,0.829701570198536
"PPP4R3B",0.610996320612822,0.218592869948202,0.829589190561023
"TMEM208",-0.588168922818888,-0.241157300123622,0.829326222942511
"TPGS1",-0.69427835438172,-0.134684384440964,0.828962738822685
"TBL2",0.771886123513765,0.0566285133736928,0.828514636887458
"EPG5",-0.698342954281804,-0.129012767358684,0.827355721640488
"MYO9A",0.680494921462432,0.146734669993384,0.827229591455816
"ZNF8",0.579833248849614,0.247372353335109,0.827205602184723
"RLF",0.441384698942506,0.384787217740768,0.826171916683274
"TERF2",-0.490000721639978,-0.336160692478833,0.826161414118811
