"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GBF1",0.270774898068681,0.328590831394845,1,0.875,1
"MEAK7",0.270774898068681,0.292136801073873,1,0.875,1
"PLEKHF2",0.270774898068681,0.297229698698349,1,0.875,1
"SQLE",0.270774898068681,0.286037061385192,1,0.875,1
"VPS41",0.270774898068681,0.304102592340632,1,0.875,1
"ZMYM4",0.270774898068681,1.27305577623942,1,0.875,1
"PHKA2",0.271840729102253,0.740959850977355,0.857,0.688,1
"TLR5",0.271840729102253,0.385656248032997,0.857,0.688,1
"ZNF197",0.271840729102253,0.371244673173585,0.857,0.688,1
"ATP2A3",0.272698779609163,0.898305289108066,0.643,0.5,1
"NIPA1",0.272698779609163,1.43406311648234,0.643,0.5,1
"OPLAH",0.273105579992941,0.548942829543187,0.714,0.5,1
"ARMCX1",0.273638853088076,0.803145373647949,0.643,0.438,1
"DEXI",0.273638853088076,0.671553187741013,0.643,0.438,1
"NUPR2",0.273638853088076,0.797030731992953,0.643,0.438,1
"SDCBP2",0.273638853088076,1.1651072884815,0.643,0.438,1
"GYS1",0.273926126032271,0.416225089095021,0.929,0.75,1
"GSDMB",0.273926126032271,1.78080157343874,0.857,0.812,1
"ZNF586",0.273926126032271,0.399820020641763,0.857,0.812,1
"HMBOX1",0.274871466915321,0.311888430331444,1,0.812,1
"IRF3",0.274871466915321,0.303600746192939,1,0.812,1
"PIGB",0.274871466915321,0.484408418879842,1,0.812,1
"TSEN54",0.274871466915321,0.550654291394277,1,0.812,1
"RAB12",0.274871466915321,0.347025248353722,0.857,0.938,1
"COX15",0.274871466915321,0.53091097916419,0.929,0.875,1
"PEX11B",0.274871466915321,0.27510637338995,0.929,0.875,1
"SLC1A4",0.274871466915321,0.423229776045555,0.929,0.875,1
"SPSB3",0.274871466915321,0.341046227538672,0.929,0.875,1
"ZNF800",0.274871466915321,0.404292391675725,0.929,0.875,1
"CNST",0.27509353682292,0.737972150379605,0.786,0.688,1
"ACSL1",0.275112859806767,0.574541644573794,0.929,1,1
"ATF7",0.275112859806767,0.627899340179475,0.929,1,1
"BICRA",0.275112859806767,1.16098603705112,0.929,1,1
"ESCO1",0.275112859806767,0.40614696171373,0.929,1,1
"TLE1",0.275112859806767,0.765406179338265,0.929,1,1
"C17orf75",0.275112859806767,0.28436738279639,1,0.938,1
"CATSPERG",0.275112859806767,1.69224107001361,1,0.938,1
"COLEC12",0.275112859806767,0.379282614121071,1,0.938,1
"COX11",0.275112859806767,0.814086594728939,1,0.938,1
"DYNC2LI1",0.275112859806767,0.485817096635438,1,0.938,1
"LIMK1",0.275112859806767,0.29632082885099,1,0.938,1
"PPP2R5A",0.275112859806767,0.494066323668483,1,0.938,1
"SELENOM",0.275112859806767,0.469105504313671,1,0.938,1
"SLC39A1",0.275112859806767,0.43062681219403,1,0.938,1
"SNX13",0.275112859806767,0.362889115807875,1,0.938,1
"CAPS",0.275112859806767,0.421017849604391,1,1,1
"CFAP92",0.275112859806767,0.290358151535111,1,1,1
"EPS8",0.275112859806767,0.616258139270959,1,1,1
"GATAD1",0.275112859806767,0.593103971768527,1,1,1
"GK5",0.275112859806767,0.350090725518896,1,1,1
"GSK3B",0.275112859806767,0.607045118010019,1,1,1
"IVD",0.275112859806767,0.409206853139858,1,1,1
"MAN2B2",0.275112859806767,1.08537503778035,1,1,1
"MMAB",0.275112859806767,0.297208960759435,1,1,1
"MRPL46",0.275112859806767,0.397182764858913,1,1,1
"MRPS5",0.275112859806767,0.324239263876205,1,1,1
"NDUFB4",0.275112859806767,0.374446647434688,1,1,1
"NUP160",0.275112859806767,0.694970202852721,1,1,1
"RAB6A",0.275112859806767,0.332926678784187,1,1,1
"S100A11",0.275112859806767,0.618168105953501,1,1,1
"STRAP",0.275112859806767,0.338302080301652,1,1,1
"TMED9",0.275112859806767,0.294743277871962,1,1,1
"TMEM64",0.275112859806767,0.366182899345136,1,1,1
"TMEM67",0.275112859806767,0.817954337229656,1,1,1
"TP53RK",0.275112859806767,0.294156551865561,1,1,1
"UFM1",0.275112859806767,0.2568645895034,1,1,1
"USP53",0.275112859806767,0.85023489955771,1,1,1
"ZDHHC21",0.277350915185682,0.285611952752644,0.929,0.688,1
"ZNF700",0.277350915185682,0.504291234972221,0.929,0.688,1
"APOL2",0.277350915185682,0.575897441989132,0.786,0.812,1
"ARAP1",0.277350915185682,0.70472742891183,0.786,0.812,1
"PIP5KL1",0.277350915185682,2.04690553359904,0.786,0.812,1
"POLL",0.279450821544852,0.592840122794707,0.929,0.938,1
"RESF1",0.279450821544852,0.269918410252779,0.929,0.938,1
"SEC24D",0.279450821544852,0.84281562297716,0.929,0.938,1
"FAM47E-STBD1",0.279503839411564,0.509822346709085,0.929,0.812,1
"SFXN4",0.279503839411564,0.765131815617642,0.929,0.812,1
"TRIM8",0.279503839411564,0.356207962668032,0.929,0.812,1
"CEP72",0.279577514304423,1.16148856604125,0.714,0.625,1
"LSR",0.279577514304423,0.454335508410812,0.714,0.625,1
"PPM1J",0.279846743295019,1.69141439715197,0.286,0.125,1
"RETREG1",0.280283195175718,0.956443271565688,0.643,0.375,1
"ADCY5",0.280283195175718,1.8053130589531,0.571,0.438,1
"CDK18",0.281083042929859,1.14137356303744,0.714,0.562,1
"GEMIN8",0.281083042929859,0.483400919133541,0.714,0.562,1
"NEMP2",0.281083042929859,1.22004693941426,0.714,0.562,1
"PARP16",0.281083042929859,0.892562745230137,0.714,0.562,1
"SHLD1",0.283364984174579,2.33918739094286,0.429,0.312,1
"SYNGAP1",0.283820896569259,2.4381495514099,0.571,0.312,1
"SLC4A3",0.284896849820704,0.759279063969204,0.5,0.312,1
"C9orf43",0.285568326947637,2.27114550576497,0.214,0.062,1
"EEPD1",0.285568326947637,4.25403660297912,0.214,0.062,1
"MPDZ",0.286844262767137,0.489115402820273,0.857,0.562,1
"PCYOX1L",0.286844262767137,0.443702865578095,0.857,0.562,1
"TANC1",0.286844262767137,0.611323676704726,0.857,0.562,1
"VASN",0.286844262767137,1.01422095498647,0.786,0.625,1
"ZNF227",0.286844262767137,0.292515888354491,0.786,0.625,1
"TMX3",0.286844262767137,2.36116770161277,0.714,0.688,1
"ARMCX3",0.287379447531136,0.279630932746263,0.857,0.75,1
"SLC35B3",0.287379447531136,0.597493622559829,0.857,0.75,1
"CAMK2N1",0.288160481162927,0.462236489892406,1,0.75,1
"FAM151B",0.288160481162927,1.72726319916844,0.857,0.875,1
"RP2",0.288160481162927,0.565797026565884,0.857,0.875,1
"SGF29",0.289004599867249,0.542626550310125,0.786,0.562,1
"SNN",0.289004599867249,0.498700993987089,0.786,0.562,1
"ACSS2",0.289271889682954,0.677770536673026,1,0.875,1
"BCL7A",0.289271889682954,0.800200391449636,1,0.875,1
"FAM120AOS",0.289271889682954,0.543794135873143,1,0.875,1
"H6PD",0.289271889682954,0.558563639040126,1,0.875,1
"LRRC49",0.289271889682954,0.353903755481128,1,0.875,1
"CGN",0.290545349960039,0.810126004774231,0.857,0.688,1
"GNAL",0.290545349960039,0.976020159661982,0.786,0.75,1
"MNS1",0.291234210895928,0.395692140032865,0.571,0.375,1
"RHOV",0.291234210895928,1.0177343568768,0.571,0.375,1
"MED12",0.292082386739207,1.07818302828692,0.643,0.5,1
"ARHGAP42",0.292190554189709,0.449075874128002,0.714,0.5,1
"C1QTNF6",0.292652999265761,0.725272022325563,0.929,0.75,1
"VPS26B",0.292652999265761,0.448225868509908,0.857,0.812,1
"BIVM-ERCC5",0.29272030651341,1.10545029483239,0.429,0.25,1
"ELL3",0.29272030651341,1.14733232502252,0.429,0.25,1
"CADPS2",0.293097194093012,1.1591525387433,0.643,0.438,1
"ASAP3",0.293609906433092,0.861146713662075,1,0.812,1
"COG2",0.293609906433092,0.43230747546499,1,0.812,1
"CTCF",0.293609906433092,0.566099008264215,0.857,0.938,1
"TEN1-CDK3",0.293609906433092,0.608341065889919,0.857,0.938,1
"TRAPPC11",0.293609906433092,0.751799340532885,0.857,0.938,1
"COPRS",0.293856621740729,0.636403688105209,0.929,1,1
"HSPBAP1",0.293856621740729,0.284206020704767,0.929,1,1
"MAGI1",0.293856621740729,0.752051990176942,0.929,1,1
"ANO10",0.293856621740729,0.315895951714798,1,0.938,1
"ARHGAP35",0.293856621740729,0.624059841194521,1,0.938,1
"BPHL",0.293856621740729,0.57406971101867,1,0.938,1
"CCDC186",0.293856621740729,0.900535631413323,1,0.938,1
"GXYLT1",0.293856621740729,0.319861101559678,1,0.938,1
"MED1",0.293856621740729,0.499698851972084,1,0.938,1
"PARN",0.293856621740729,0.34781488711759,1,0.938,1
"SSH2",0.293856621740729,0.349570484034634,1,0.938,1
"TCF7L1",0.293856621740729,0.898123127713236,1,0.938,1
"TUBGCP4",0.293856621740729,0.260341750253687,1,0.938,1
"VEZT",0.293856621740729,0.630610692836864,1,0.938,1
"ACTR6",0.293856621740729,0.402860009634055,1,1,1
"AHSA1",0.293856621740729,0.272274396934952,1,1,1
"ATG3",0.293856621740729,0.389171498278313,1,1,1
"ATP1B1",0.293856621740729,0.368058346355832,1,1,1
"CLINT1",0.293856621740729,0.339540674299618,1,1,1
"DEGS1",0.293856621740729,0.493844690764904,1,1,1
"DNAJA1",0.293856621740729,0.271244652390885,1,1,1
"DSTYK",0.293856621740729,0.473140710019351,1,1,1
"DTX2",0.293856621740729,0.578494600562189,1,1,1
"FLAD1",0.293856621740729,0.314601095537856,1,1,1
"FTSJ3",0.293856621740729,0.285911155541238,1,1,1
"HAX1",0.293856621740729,0.676833138861131,1,1,1
"IFT122",0.293856621740729,0.64363888118393,1,1,1
"KLC3",0.293856621740729,0.461926201048678,1,1,1
"KYNU",0.293856621740729,0.814620596462979,1,1,1
"LARS1",0.293856621740729,0.338746513934157,1,1,1
"LTBP3",0.293856621740729,0.43814171753046,1,1,1
"MFN1",0.293856621740729,0.525172990019535,1,1,1
"NEK9",0.293856621740729,0.387771171217441,1,1,1
"NPHP1",0.293856621740729,0.701182936615724,1,1,1
"OSBP",0.293856621740729,0.584119885517187,1,1,1
"OXR1",0.293856621740729,0.373424080082732,1,1,1
"PLOD1",0.293856621740729,0.505768223111165,1,1,1
"PTBP3",0.293856621740729,0.400056242821463,1,1,1
"RAB3GAP2",0.293856621740729,0.357405544238677,1,1,1
"RCN1",0.293856621740729,0.307755336989581,1,1,1
"SCAMP1",0.293856621740729,0.255824004472641,1,1,1
"SDC3",0.293856621740729,0.741867378308741,1,1,1
"STK3",0.293856621740729,0.620026361448377,1,1,1
"THOC3",0.293856621740729,0.333442739275382,1,1,1
"UBE2Z",0.293856621740729,0.368967669726539,1,1,1
"VGLL4",0.293856621740729,0.54490937195868,1,1,1
"YTHDC2",0.293856621740729,0.390183576740769,1,1,1
"ZDHHC7",0.293856621740729,0.256602370089101,1,1,1
"TM7SF2",0.294042301174834,0.975282120068176,0.786,0.688,1
"STAT5A",0.296259300690212,0.514376826013685,0.929,0.688,1
"CXCL16",0.298434917388227,0.318864241637845,0.929,0.812,1
"LACTB",0.298434917388227,0.264706530908208,0.929,0.812,1
"PPIC",0.298434917388227,0.599126674044093,0.929,0.812,1
"RBM14-RBM4",0.298434917388227,0.550159332987056,0.929,0.812,1
"SERAC1",0.298434917388227,0.418782464756154,0.929,0.812,1
"SRXN1",0.298434917388227,0.408458010843381,0.929,0.812,1
"PTPRK",0.298441353798505,1.18141007999122,0.929,0.938,1
"ZFP82",0.298441353798505,0.700328206403392,0.929,0.938,1
"MCIDAS",0.300450971624611,0.808332018398741,0.571,0.438,1
"NMRK1",0.300450971624611,0.86750528647406,0.571,0.438,1
"RIBC2",0.300450971624611,0.349240194574589,0.571,0.438,1
"SLC13A3",0.300531247963909,2.17967585673332,0.571,0.5,1
"RAB40C",0.300534576193155,0.448819084883685,0.786,0.5,1
"FANCB",0.301335317893169,1.07964627626904,0.643,0.562,1
"FBF1",0.301335317893169,0.652420978405779,0.643,0.562,1
"NR1H3",0.301335317893169,0.86204171357616,0.643,0.562,1
"ZNF235",0.301335317893169,2.03742007084239,0.643,0.562,1
"EPHA6",0.302324393358876,2.94323282133072,0.286,0.188,1
"H2AC13",0.302324393358876,2.55664637568982,0.286,0.188,1
"MYC",0.303193721336786,0.794595143957764,0.857,0.625,1
"FANCF",0.303193721336786,1.29447061315788,0.714,0.75,1
"GRK4",0.306719443855644,0.599778911435437,0.857,0.75,1
"ADAM8",0.307273030151591,0.968025663560419,0.5,0.312,1
"OSBPL5",0.307513460332097,0.273435352714812,1,0.75,1
"RLF",0.307513460332097,0.441384698942506,1,0.75,1
"FBXW4",0.308065973892998,0.369593716048709,0.857,1,1
"DUSP11",0.308573913937424,0.322729419626119,1,0.875,1
"B3GNT3",0.308594969800961,0.319471064260071,0.786,0.562,1
"PLEKHO1",0.308594969800961,0.483966425068011,0.786,0.562,1
"TBC1D9",0.310070448092088,0.369472045296795,0.857,0.688,1
"UBA7",0.310070448092088,0.886671009283973,0.857,0.688,1
"ERMP1",0.311952300423576,1.02474335994647,0.571,0.375,1
"PTPN6",0.311952300423576,0.345028774542746,0.571,0.375,1
"SH3PXD2B",0.31216053479968,0.741649853397045,0.714,0.5,1
"E4F1",0.312195632489913,0.467857105238337,1,0.688,1
"LRRN2",0.312195632489913,1.38114873858003,0.929,0.75,1
"STRIP1",0.312195632489913,0.295461491739631,0.929,0.75,1
"HS2ST1",0.312195632489913,1.08820641611919,0.857,0.812,1
"PLK3",0.312195632489913,0.651280201245432,0.857,0.812,1
"RBM41",0.312195632489913,1.11444042232476,0.857,0.812,1
"ZXDC",0.312195632489913,0.478156208004039,0.857,0.812,1
"BRPF3",0.313161479115963,0.439473501355007,1,0.812,1
"RBL1",0.313161479115963,0.577891134069759,1,0.812,1
"RMI1",0.313161479115963,0.557692692947377,1,0.812,1
"RNF111",0.313161479115963,0.360312102350176,1,0.812,1
"CYP4V2",0.313161479115963,0.390123569700785,0.857,0.938,1
"PHTF2",0.313161479115963,0.929448489357647,0.857,0.938,1
"CXADR",0.313161479115963,0.870874927884154,0.929,0.875,1
"MPPE1",0.313161479115963,0.531589424493641,0.929,0.875,1
"PFKFB3",0.313161479115963,0.640867227218609,0.929,0.875,1
"RNASET2",0.313161479115963,0.340176802845501,0.929,0.875,1
"TRIM65",0.313161479115963,0.30779208504347,0.929,0.875,1
"B3GALNT1",0.313409308417687,1.07048041632276,1,0.938,1
"BAIAP2",0.313409308417687,0.366746834500645,1,0.938,1
"BBX",0.313409308417687,0.46583744009135,1,0.938,1
"BET1",0.313409308417687,0.703256545383697,1,0.938,1
"C22orf39",0.313409308417687,0.272089397766925,1,0.938,1
"CRKL",0.313409308417687,0.327820941474937,1,0.938,1
"DYNC1LI1",0.313409308417687,0.391043043995597,1,0.938,1
"HMCES",0.313409308417687,0.322477112165437,1,0.938,1
"ITSN2",0.313409308417687,1.16938892935196,1,0.938,1
"MOV10",0.313409308417687,0.471414259587907,1,0.938,1
"ZBTB3",0.313409308417687,1.39137945623336,1,0.938,1
"ACTR3",0.313409308417687,0.357110265980578,1,1,1
"ADAR",0.313409308417687,0.320313723807198,1,1,1
"ASTN2",0.313409308417687,1.1653412094661,1,1,1
"ATP6V1D",0.313409308417687,0.253007900367821,1,1,1
"CHP1",0.313409308417687,0.306357221005676,1,1,1
"COPA",0.313409308417687,0.464413382523177,1,1,1
"DCAF6",0.313409308417687,0.255422366847729,1,1,1
"ELL2",0.313409308417687,0.81689087356938,1,1,1
"GINM1",0.313409308417687,0.256309437688573,1,1,1
"GOLPH3",0.313409308417687,0.401412273907689,1,1,1
"HSPB1",0.313409308417687,0.480877554746709,1,1,1
"IFITM2",0.313409308417687,0.897476968690837,1,1,1
"KIAA1328",0.313409308417687,0.79995769093706,1,1,1
"MRPL42",0.313409308417687,0.399017356928377,1,1,1
"NCOR2",0.313409308417687,0.475630951004529,1,1,1
"NDUFAF6",0.313409308417687,0.479365132802251,1,1,1
"NDUFB5",0.313409308417687,0.568668447458316,1,1,1
"NUMB",0.313409308417687,0.266634322715579,1,1,1
"NUP42",0.313409308417687,0.441042595418499,1,1,1
"NXPE3",0.313409308417687,0.816699187255848,1,1,1
"PARD6B",0.313409308417687,0.503079081349739,1,1,1
"PDIA3",0.313409308417687,0.488286266703948,1,1,1
"PGBD2",0.313409308417687,2.00876508356485,1,1,1
"PPP1R13L",0.313409308417687,0.311173040644444,1,1,1
"PPP4R3B",0.313409308417687,0.610996320612822,1,1,1
"RBM18",0.313409308417687,0.295116192494343,1,1,1
"SEC31A",0.313409308417687,0.382402568411009,1,1,1
"SH3BGRL",0.313409308417687,0.697899995327432,1,1,1
"SMIM19",0.313409308417687,0.48158211291706,1,1,1
"TCF3",0.313409308417687,0.437515705107407,1,1,1
"TMEM80",0.313409308417687,0.862288960130897,1,1,1
"TRAPPC3",0.313409308417687,0.40591003332692,1,1,1
"ZMYM6",0.313409308417687,0.78679888077248,1,1,1
"SLC25A14",0.313798835016616,1.14333327582325,0.786,0.688,1
"TNFSF10",0.313798835016616,1.8404656030454,0.786,0.688,1
"IFITM10",0.314176245210728,1.09230168467722,0.214,0.125,1
"TARBP2",0.315983363667323,0.341891872718438,0.929,0.688,1
"ERCC6L",0.315983363667323,0.924865190130555,0.786,0.812,1
"LDAH",0.317124313660163,1.86274672155615,0.5,0.438,1
"MAP1LC3A",0.318171440595492,0.375311458497947,0.929,0.812,1
"NSMAF",0.318171440595492,0.916280243167729,0.929,0.812,1
"TZMP1",0.318171440595492,0.360259251663381,0.929,0.812,1
"ZBTB1",0.318171440595492,0.315619449959273,0.929,0.812,1
"ATR",0.318244702897949,0.655014657728745,0.929,0.938,1
"CNOT10",0.318244702897949,0.532517897945635,0.929,0.938,1
"CSNK1G2",0.318244702897949,0.889352463395763,0.929,0.938,1
"DNAJC22",0.318244702897949,0.460709334297045,0.929,0.938,1
"EFCAB5",0.318244702897949,1.06265912095848,0.929,0.938,1
"CSGALNACT1",0.319141605667754,2.26888447498853,0.714,0.625,1
"IGSF3",0.320439780109945,1.88088825460984,0.429,0.25,1
"LRP3",0.320439780109945,0.769353493638452,0.429,0.25,1
"PSORS1C1",0.320439780109945,0.794134450443609,0.429,0.25,1
"TMEM102",0.320439780109945,1.17184774327448,0.429,0.25,1
"ZKSCAN2",0.320439780109945,1.34755272663649,0.429,0.25,1
"MEIS3",0.320851297777324,0.609824533033459,0.714,0.562,1
"TAF6L",0.320851297777324,1.73762091997575,0.714,0.562,1
"TMTC2",0.321586533874446,0.750578069052316,0.571,0.5,1
"ST14",0.321666810213744,0.408496990467161,0.643,0.375,1
"KHK",0.321666810213744,0.679624400127862,0.571,0.438,1
"MAFB",0.321666810213744,0.443860908409458,0.571,0.438,1
"ZNF821",0.322036903804719,0.263738112635188,0.786,0.438,1
"GDPD5",0.322036903804719,1.02035316697077,0.643,0.562,1
"ROGDI",0.322036903804719,0.604491636792416,0.643,0.562,1
"WDR4",0.322036903804719,0.481224496053668,0.643,0.562,1
"TAP2",0.323290958579878,0.601384183485295,0.857,0.625,1
"SPDYA",0.326542927366726,1.78351532522884,0.5,0.375,1
"ZNF827",0.326679536048969,1.5657468470746,0.857,0.562,1
"STRADA",0.326881939147385,0.835921792019,0.714,0.875,1
"DNAAF4",0.326881939147385,0.936680195495502,0.857,0.75,1
"EPC2",0.326881939147385,0.701454105002322,0.857,0.75,1
"MYH14",0.326881939147385,0.725804615941815,0.857,0.75,1
"SAP130",0.327685128883787,0.36766158962176,1,0.75,1
"ARV1",0.327685128883787,0.5321684113303,0.857,0.875,1
"MBOAT7",0.327685128883787,0.299515121685777,0.857,0.875,1
"SLC23A2",0.327685128883787,0.481492345614444,0.857,0.875,1
"WASHC1",0.327685128883787,0.301394392222698,0.857,0.875,1
"ZNF596",0.327685128883787,0.705186374486122,0.857,0.875,1
"SEC24A",0.328685578091587,0.667599127215143,1,0.875,1
"TOM1L1",0.328685578091587,0.378130427428757,1,0.875,1
"ZMIZ1",0.328685578091587,0.568955960087297,1,0.875,1
"BCL3",0.329053457447403,0.402251282387114,0.786,0.562,1
"CACFD1",0.329053457447403,0.450996867573368,0.786,0.562,1
"CDYL2",0.329053457447403,0.81441824469271,0.786,0.562,1
"SAP30L",0.329053457447403,0.254677383627017,0.786,0.562,1
"PXK",0.330418705336015,0.591967043048925,0.857,0.688,1
"MXD1",0.330418705336015,1.2167698238123,0.714,0.812,1
"MINDY4",0.330418705336015,0.768619874984396,0.786,0.75,1
"RAPGEF5",0.330433379801327,1.43526987306961,0.5,0.312,1
"IL16",0.332173177257261,0.378847448620849,0.357,0.688,1
"ALDH1B1",0.332550669969453,0.902811889639835,0.786,0.875,1
"FIRRM",0.332550669969453,0.478580871513267,0.857,0.812,1
"S100P",0.33291658264435,0.428160128717526,0.714,0.5,1
"MAPK14",0.333522471650312,0.648582833865926,1,0.812,1
"PLEKHH2",0.333522471650312,0.605655301721406,1,0.812,1
"TPST2",0.333522471650312,0.524880995694418,1,0.812,1
"ACAD10",0.333522471650312,0.7661446267423,0.857,0.938,1
"ZNF276",0.333522471650312,0.652436180341694,0.857,0.938,1
"KCNN4",0.333522471650312,0.5258297651372,0.929,0.875,1
"LRRC8E",0.333522471650312,0.461255632954271,0.929,0.875,1
"SNX21",0.333522471650312,0.405775851474258,0.929,0.875,1
"TTBK2",0.333522471650312,0.686523805484551,0.929,0.875,1
"ZNF414",0.333522471650312,1.01427303886274,0.929,0.875,1
"ZNF585B",0.333522471650312,1.20337780236122,0.929,0.875,1
"CDC14A",0.333754567504689,0.324830593211416,0.571,0.375,1
"C3orf38",0.333773890488536,0.355544262679619,1,0.938,1
"DHX57",0.333773890488536,0.435551354479839,1,0.938,1
"PAK1",0.333773890488536,0.672511762070457,1,0.938,1
"ALAD",0.333773890488536,0.612912779155145,1,1,1
"ARPIN",0.333773890488536,0.859090848848908,1,1,1
"ASAP1",0.333773890488536,0.289558827864488,1,1,1
"ATP2A2",0.333773890488536,0.340626786220692,1,1,1
"BAZ1B",0.333773890488536,0.253240032691128,1,1,1
"CCNL2",0.333773890488536,0.289929088381922,1,1,1
"CHAF1B",0.333773890488536,0.686797920595053,1,1,1
"IRF2BPL",0.333773890488536,0.276003188140302,1,1,1
"KLHL42",0.333773890488536,0.638875529113136,1,1,1
"MARK2",0.333773890488536,1.00459608850101,1,1,1
"MDK",0.333773890488536,0.345417086814255,1,1,1
"MGST3",0.333773890488536,0.303062924048472,1,1,1
"MMADHC",0.333773890488536,0.33639599428978,1,1,1
"PHPT1",0.333773890488536,0.252373042640645,1,1,1
"POLR2B",0.333773890488536,0.463950672285183,1,1,1
"PPP1R7",0.333773890488536,0.343214822149617,1,1,1
"RBBP6",0.333773890488536,0.453211846626899,1,1,1
"SDE2",0.333773890488536,0.373517403092515,1,1,1
"SGPL1",0.333773890488536,0.361685850038285,1,1,1
"SLC38A1",0.333773890488536,0.399231945344813,1,1,1
"TIA1",0.333773890488536,0.512649528798357,1,1,1
"TIGD1",0.333773890488536,0.497931570983022,1,1,1
"TMED10",0.333773890488536,0.293528179636043,1,1,1
"UGGT2",0.333773890488536,0.271558836012511,1,1,1
"USP4",0.333773890488536,0.271257142647671,1,1,1
"WARS1",0.333773890488536,0.395412363571998,1,1,1
"ZKSCAN1",0.333773890488536,0.31633824971623,1,1,1
"RSC1A1",0.334477205841524,0.602090388765648,0.357,0.188,1
"IRF7",0.336534849190472,0.587207746170848,0.786,0.812,1
"CHAMP1",0.338719941714729,1.00279463667276,0.929,0.812,1
"ICE1",0.338719941714729,0.375494380977042,0.929,0.812,1
"MSH5",0.338719941714729,0.302250542732042,0.929,0.812,1
"ATG14",0.338862202885485,0.327845048233321,0.929,0.938,1
"GMEB2",0.338862202885485,0.56487947165186,0.929,0.938,1
"NXT1",0.338862202885485,0.314856493310418,0.929,0.938,1
"PVR",0.338862202885485,0.663195118254988,0.929,0.938,1
"MIPEP",0.34017751358239,0.720749640629478,0.714,0.625,1
"ZNF232",0.34017751358239,0.701285971900058,0.714,0.625,1
"SESN1",0.343685948563386,1.71961551542607,0.643,0.375,1
"EIF4E3",0.343685948563386,1.57203702433539,0.571,0.438,1
"DCLRE1A",0.343721527609089,0.897936985284044,0.571,0.5,1
"BAHD1",0.344207119006716,0.629420720703047,0.714,0.75,1
"ALDH4A1",0.346426786606697,0.836000713633381,0.429,0.312,1
"ABCB7",0.347846427663361,0.679407385938727,0.786,0.625,1
"IFT140",0.347846427663361,1.91944818364096,0.786,0.625,1
"C2CD5",0.347847376621287,0.820252904543731,0.857,0.75,1
"LPAR5",0.34815925370648,1.75698635758821,0.357,0.25,1
"C1orf74",0.349527458492976,1.44286988321601,0.286,0.188,1
"FOXH1",0.349527458492976,2.60599182790996,0.286,0.188,1
"GPC3",0.349527458492976,1.81617818793484,0.286,0.188,1
"BRD4",0.349600899584607,0.266004880553284,1,0.875,1
"PPP1R16A",0.349600899584607,0.609938393813423,1,0.875,1
"TRPT1",0.349600899584607,0.308510393258841,1,0.875,1
"ADCK1",0.349666804024888,1.74746363211886,0.5,0.375,1
"NRL",0.349666804024888,1.28993587002787,0.5,0.375,1
"NSMCE3",0.350324651915528,0.711837622348276,0.786,0.562,1
"EOLA1",0.351584029106878,1.24995498130448,0.857,0.688,1
"MISP",0.351584029106878,0.521975342571031,0.857,0.688,1
"LTBP2",0.351624187906047,0.563230308002241,0.429,0.25,1
"OMG",0.351624187906047,1.83576996617174,0.429,0.25,1
"TMEM132A",0.353720312186528,0.518013294849895,0.929,0.75,1
"TTLL4",0.353720312186528,0.453209670250371,0.929,0.75,1
"FAM110B",0.353940222871021,0.658578842720388,0.5,0.312,1
"LMF1",0.353940222871021,0.949965303799888,0.5,0.312,1
"ANGEL1",0.354587288399144,0.608948718384166,0.714,0.5,1
"FAM50B",0.354587288399144,0.379102213781414,0.714,0.5,1
"RNF113A",0.354587288399144,0.372494177660641,0.714,0.5,1
"H1-2",0.354693530427769,0.535466603158499,1,0.812,1
"ZNF19",0.354693530427769,0.430385957443838,1,0.812,1
"TTC5",0.354693530427769,0.472701650752565,0.857,0.938,1
"ZNF512B",0.354693530427769,0.787746159838511,0.857,0.938,1
"EDEM2",0.354693530427769,0.253084184584861,0.929,0.875,1
"VMAC",0.354693530427769,0.489461626628916,0.929,0.875,1
"NHLRC2",0.354944234109295,0.490698704291908,0.929,1,1
"SIL1",0.354944234109295,0.462281494767446,0.929,1,1
"TFAM",0.354944234109295,0.891477610590528,0.929,1,1
"ZNF169",0.354944234109295,0.569271153352888,0.929,1,1
"CIPC",0.354944234109295,0.443365581034422,1,0.938,1
"DEDD2",0.354944234109295,0.961575981407762,1,0.938,1
"FAM200B",0.354944234109295,0.589510198702532,1,0.938,1
"INPP5B",0.354944234109295,0.42762526248551,1,0.938,1
"MED30",0.354944234109295,0.261744312825487,1,0.938,1
"MIDN",0.354944234109295,0.285861908819403,1,0.938,1
"NHSL3",0.354944234109295,0.381588592141385,1,0.938,1
"PCNX1",0.354944234109295,0.44324811096617,1,0.938,1
"PLAA",0.354944234109295,0.328452766857833,1,0.938,1
"AAR2",0.354944234109295,0.328090636298849,1,1,1
"ANGEL2",0.354944234109295,0.410407769798314,1,1,1
"ANKRD36C",0.354944234109295,0.365801750529384,1,1,1
"ATP5MC1",0.354944234109295,0.297779255084151,1,1,1
"ATP6AP1",0.354944234109295,0.373274575351797,1,1,1
"ATRX",0.354944234109295,0.853823776020795,1,1,1
"BBLN",0.354944234109295,0.280046396799978,1,1,1
"CUL3",0.354944234109295,0.317140503709351,1,1,1
"ERBB2",0.354944234109295,0.625706690336647,1,1,1
"FAM228B",0.354944234109295,0.584788485684723,1,1,1
"GRSF1",0.354944234109295,0.318179917488186,1,1,1
"IDH1",0.354944234109295,1.25734101253102,1,1,1
"ING1",0.354944234109295,0.300673089683075,1,1,1
