"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.00689559588970565,-0.804086323153383,1,1,1,"MRPL51"
0.00689559588970565,1.29093001271774,1,1,1,"PPARA"
0.00689559588970565,0.5991376925386,1,1,1,"QSOX1"
0.00723979255642249,2.15036003184005,0.929,0.5,1,"ARHGEF11"
0.0076158962142594,2.01178503683508,0.929,0.625,1,"GON7"
0.00779109585214273,-1.57994491711384,0.786,0.875,1,"VAC14"
0.00781567248711412,1.65730383087363,1,0.688,1,"NSMF"
0.00781567248711412,1.28674972933146,1,0.688,1,"STARD10"
0.00791561563559466,1.56021216063146,1,0.938,1,"ENTREP3"
0.00791561563559466,1.64935329730878,1,1,1,"CD164"
0.00791561563559466,0.683398413250281,1,1,1,"CLK1"
0.00791561563559466,1.25168628949722,1,1,1,"FAM3A"
0.00791561563559466,0.896326040250538,1,1,1,"LUC7L2"
0.00791561563559466,0.757613715789141,1,1,1,"TBC1D8"
0.00810001603945198,0.701056543916921,0.929,0.812,1,"MCRIP2"
0.00810001603945198,1.82594451257566,0.929,0.812,1,"RFX1"
0.00816323864211685,-2.48534323220841,0.429,0.938,1,"FDXACB1"
0.00872500798104547,1.49167767781067,0.857,0.688,1,"UQCRHL"
0.00875987187005056,1.06186173693213,1,0.75,1,"ATP8B1"
0.00875987187005056,1.34586193875765,1,0.75,1,"ZNF783"
0.00892105718726444,0.724514649212818,1,0.375,1,"AMDHD2"
0.00895063991911882,1.07793312566809,1,0.688,1,"DHRS11"
0.00895063991911882,2.56536823723596,0.857,0.812,1,"NIPAL1"
0.00903705010239978,-1.42677078338223,0.857,0.938,1,"ADCY3"
0.00904264757885964,1.06047387484246,1,0.812,1,"BCL2L13"
0.00904264757885964,1.75998700226374,1,0.812,1,"UTP20"
0.00906356591226231,0.91918664085052,1,0.938,1,"EIF1AD"
0.00906356591226231,-0.746578061245983,1,1,1,"POP4"
0.00950227328716147,1.35507887058094,0.929,0.5,1,"SLC39A8"
0.00964464448202507,1.67836607065628,0.786,0.25,1,"LYRM9"
0.00975274316746244,1.33018772660292,1,0.625,1,"NOTCH3"
0.0098952243864308,-1.57800983829617,0.643,0.875,1,"SNX16"
0.00997231002661714,1.58924789505421,0.929,0.625,1,"HEMK2"
0.00997231002661714,2.17501343702981,0.929,0.625,1,"SYT17"
0.0100132252415239,1.08645656219869,0.857,0.438,1,"ESRP2"
0.0101949025487256,3.805938945467,0.5,0.125,1,"CIB2"
0.0102006375553199,0.799906739336222,1,0.875,1,"FN3KRP"
0.0102006375553199,1.32099661900337,1,0.875,1,"XPO6"
0.0103280042125482,0.959817639693853,1,0.812,1,"C1orf35"
0.0103280042125482,1.07481509831265,0.929,0.875,1,"ATXN7L3B"
0.0103513293232984,1.95049414861724,1,0.938,1,"ZNF708"
0.0103513293232984,-0.518282574639656,1,1,1,"MICOS10"
0.0103513293232984,0.924801169893015,1,1,1,"SNAP23"
0.0112358406280169,0.98718271100091,0.929,0.312,1,"TMEM150A"
0.0113682408881557,1.65988521484773,0.929,0.625,1,"BFSP1"
0.0115615807507323,-1.360055798125,0.857,1,1,"IFT52"
0.0117666519337511,1.14548358974291,1,0.812,1,"TMEM54"
0.0117666519337511,3.20120666737565,0.929,0.875,1,"PIK3C2B"
0.0117933052737477,-0.9777141573696,0.929,1,1,"POMT1"
0.0117933052737477,0.690398887533464,1,0.938,1,"ARFGAP1"
0.0117933052737477,1.76392356320839,1,0.938,1,"MIEF2"
0.0117933052737477,1.33874385687261,1,0.938,1,"ZNF250"
0.0117933052737477,-1.06394058885299,1,1,1,"ADAT1"
0.0117933052737477,-0.424549674751747,1,1,1,"CFL1"
0.0117933052737477,-0.661940116026452,1,1,1,"GNG10"
0.0117933052737477,-0.801523944543421,1,1,1,"HINT2"
0.0117933052737477,-0.596307737321196,1,1,1,"SPATS2L"
0.0122724327550705,1.58717863527167,0.857,0.625,1,"KYAT3"
0.0123489270156807,1.79687721364535,0.929,0.5,1,"DSE"
0.0127790387571938,2.14320920038437,0.714,0.25,1,"PPFIBP2"
0.0129300743505094,1.11511198270726,1,0.562,1,"CTPS2"
0.0129300743505094,1.41957595547546,0.929,0.625,1,"SLX4IP"
0.0129526567985359,1.13561955793704,1,0.75,1,"PCMTD1"
0.0129526567985359,1.32337060525784,1,0.75,1,"WDR36"
0.0132278683499667,1.79960972325174,0.857,0.5,1,"DNAJB9"
0.0132278683499667,1.66545747417088,0.857,0.5,1,"HDAC10"
0.0133933033483258,4.36059371930928,0.5,0.125,1,"CDK20"
0.0134029854697694,-1.24967287430429,1,0.938,1,"ZDHHC3"
0.0134029854697694,-1.1881499184832,1,1,1,"ASXL1"
0.0134029854697694,-0.837064038431122,1,1,1,"C15orf40"
0.0134029854697694,-0.729491494924094,1,1,1,"DNAJC8"
